r_ID,Status_Description,MCAT,GPA_Science,GPA_Overall,CASPer,Gender,Ethnicity
895,Reject Before Interview,498,3.93,3.94,0.37,Female,Unreported
896,Reject Before Interview,512,4,3.98,-0.65,Female,Asian
897,Reject Before Interview,507,3.93,3.87,1.04,Female,Hispanic
898,Reject Incomplete,499,3.95,3.96,,Female,White/Caucasian
899,Reject Before Interview,513,3.85,3.83,-2.29,Male,White/Caucasian
900,Reject Before Interview,509,4,4,-0.15,Female,White/Caucasian
901,Reject Before Interview,509,3.23,3.5,0.26,Female,Asian
902,Reject Before Interview,500,3.02,3.3,-1.35,Male,White/Caucasian
903,Reject Before Interview,515,3.76,3.74,-0.25,Male,Asian
904,Reject Incomplete,,3.74,3.74,1.5,Male,Asian
905,Reject Before Interview,485,3.55,3.7,-0.68,Male,Hispanic
906,Reject After Interview,513,4,3.88,0.13,Male,Asian
907,Reject Incomplete,506,3.27,3.32,,Female,White/Caucasian
908,Reject Incomplete,521,3.92,3.88,1.26,Male,White/Caucasian
909,Reject Before Interview,489,2.17,2.64,-0.46,Female,Asian
910,Reject Incomplete,515,4,3.97,0.12,Female,White/Caucasian
911,Reject Incomplete,506,3.41,3.54,0.54,Male,White/Caucasian
912,Reject Before Interview,493,3.28,3.47,-0.94,Female,African American
913,Withdrawal After Interview,507,3.63,3.71,-1.55,Female,Multiple
914,Reject Before Interview,497,3.28,3.33,-1.81,Female,African American
915,Reject Before Interview,513,3.76,3.81,-0.75,Male,Asian
916,Withdrawal Before Interview,510,4,3.97,-0.39,Female,Asian
917,Reject Before Interview,504,3.85,3.91,-1.08,Female,African American
918,Withdrawn Through Match,515,3.05,3.15,-0.06,Male,White/Caucasian
919,Reject Before Interview,503,3.58,3.64,-2.16,Female,White/Caucasian
920,Reject Incomplete,516,3.82,3.92,,Female,Unreported
921,Reject Before Interview,507,3.49,3.62,-0.25,Female,Unreported
922,Reject Before Interview,510,3.83,3.83,-0.2,Male,Unreported
923,Reject After Interview,513,3.83,3.88,-0.59,Male,Unreported
924,Matriculated,513,3.65,3.74,0.83,Female,Asian
925,Reject Before Interview,508,2.95,3.06,-0.36,Male,White/Caucasian
926,Reject Before Interview,518,3.87,3.86,0.78,Male,Asian
927,Reject Before Interview,512,3.96,3.98,0.53,Male,Asian
928,Reject Before Interview,512,4,3.98,-0.06,Female,Asian
929,Reject Before Interview,516,3.08,3.47,-1.2,Female,White/Caucasian
930,Reject Before Interview,491,3.64,3.76,-2.35,Female,African American
931,Reject Incomplete,517,3.84,3.88,0.37,Female,Asian
932,Reject Before Interview,478,2.69,3.07,-0.83,Male,Hispanic
933,Matriculated,504,3.86,3.93,0.44,Female,White/Caucasian
934,Reject After Interview,517,3.66,3.72,0.13,Male,White/Caucasian
935,Reject Before Interview,509,3.72,3.74,-0.83,Male,Hispanic
936,Reject Incomplete,,3.27,3.41,,Female,Black or African American 
937,Withdrawn Through Match,508,3.75,3.78,-1.07,Male,White/Caucasian
938,Reject Before Interview,508,3.63,3.74,-1.79,Female,Asian
939,Reject Incomplete,494,2.82,3.2,,Female,Hispanic
940,Reject Incomplete,509,3.47,3.63,1.41,Male,Asian
941,Reject Incomplete,520,3.45,3.06,-1.34,Male,White/Caucasian
942,Reject Incomplete,483,3.57,3.75,,Male,Hispanic
943,Reject Before Interview,517,3.29,3.24,1.45,Female,White/Caucasian
944,Reject Before Interview,491,3.58,3.62,-2.62,Male,African American
945,Reject Before Interview,504,2.91,3.41,0.02,Female,White/Caucasian
946,Withdrawn Through Match,504,3.95,3.92,1.07,Male,Hispanic
947,Reject Before Interview,498,3.3,3.43,-0.53,Male,Hispanic
948,Reject Before Interview,520,3.16,3.25,1.26,Male,Unreported
949,Reject Before Interview,509,3.49,3.71,-0.4,Female,Hispanic
950,Reject Before Interview,513,4,3.97,-0.19,Male,Asian
951,Matriculated,510,3.85,3.9,,Female,Asian
952,Reject Incomplete,,3.51,3.62,-0.71,Female,White/Caucasian
953,Reject Before Interview,509,3.64,3.73,0.82,Male,Hispanic
954,Reject Incomplete,516,3.59,3.73,0.35,Female,Asian
955,Reject Before Interview,514,3.59,3.48,-1.46,Male,White/Caucasian
956,Reject Before Interview,498,3.74,3.81,-1.12,Female,Hispanic
957,Withdrawn Through Match,511,3.89,3.93,-1.46,Male,White/Caucasian
958,Reject Before Interview,501,3.48,3.36,-0.56,Male,White/Caucasian
959,Reject Incomplete,526,3.94,3.95,,Male,White/Caucasian
960,Matriculated,504,3.81,3.89,,Female,White/Caucasian
961,Reject Before Interview,513,3.66,3.81,-0.31,Female,Asian
962,Reject Before Interview,507,3.61,3.71,0.91,Female,White/Caucasian
963,Reject Incomplete,505,3.4,3.31,0.26,Female,African American
964,Reject Before Interview,483,2.77,2.96,-2.1,Male,Hispanic
965,Reject Before Interview,508,3.09,3.5,-0.53,Male,White/Caucasian
966,Reject After Interview,506,3.11,3.32,-1.47,Male,African American
967,Reject Incomplete,512,3.2,3.62,,Male,White/Caucasian
968,Reject Before Interview,499,2.92,2.87,1.85,Male,Hispanic
969,Reject Before Interview,498,3.55,3.66,-1.73,Male,Hispanic
970,Reject Before Interview,496,3.17,3.41,-0.61,Female,Multiple
971,Reject Incomplete,491,3.13,3.19,-1.28,Female,Hispanic
972,Withdrawal Before Interview,508,3.93,3.97,0.27,Female,White/Caucasian
973,Reject Before Interview,500,3.59,3.7,0.96,Female,White/Caucasian
974,Reject Before Interview,507,3.7,3.8,-0.71,Male,White/Caucasian
975,Reject Incomplete,493,3.25,3.42,-0.16,Male,Hispanic
976,Reject Before Interview,517,3.65,3.8,2.2,Female,Asian
977,Withdrawn Through Match,516,3.95,3.94,0.42,Female,Asian
978,Reject Before Interview,512,3.65,3.74,0.02,Female,Asian
979,Reject Incomplete,495,2.18,2.47,-0.71,Female,Hispanic
980,Reject Before Interview,505,3.9,3.91,-0.95,Female,Asian
981,Reject Before Interview,511,3.96,3.94,0.54,Female,Asian
982,Offer Declined,524,4,4,0.21,Female,Asian
983,Reject Incomplete,,3.34,3.62,-0.71,Male,Asian
984,Reject Before Interview,505,3.9,3.89,0.85,Male,White/Caucasian
985,Reject Before Interview,503,3.75,3.78,-0.26,Male,Hispanic
986,Reject Before Interview,504,3.5,3.52,-0.66,Female,Hispanic
987,Reject Incomplete,514,2.89,3.1,,Female,Asian 
988,Reject Before Interview,508,3.93,3.96,0.35,Female,White/Caucasian
989,Reject Before Interview,522,3.9,3.94,-0.1,Female,White/Caucasian
990,Reject Incomplete,498,3.27,3.51,-0.73,Female,Asian
991,Reject After Interview,505,3.91,3.84,0.09,Male,Hispanic
992,Reject Before Interview,493,3.87,3.9,-1.55,Male,White/Caucasian
993,Reject After Interview,511,3.82,3.87,-0.44,Female,Asian
994,Reject After Interview,507,3.85,3.84,-0.28,Female,Hispanic
995,Reject Before Interview,498,2.71,3.18,-1.83,Female,White/Caucasian
996,Reject Incomplete,,3.79,3.47,,Female,Asian
997,Withdrawal Before Interview,506,3.64,3.62,,Male,Asian
998,Reject Before Interview,521,3.81,3.64,,Male,Unreported
999,Reject Incomplete,491,3.9,3.93,,Female,Asian
1000,Reject Before Interview,492,3.39,3.45,0.06,Male,Hispanic
1001,Reject Before Interview,508,3.9,3.92,-0.65,Female,White/Caucasian
1002,Reject After Interview,524,3.92,3.96,0.36,Female,Asian
1003,Reject Before Interview,503,3.47,3.56,-2.09,Female,Multiple
1004,Reject After Interview,512,3.71,3.71,0.28,Male,Hispanic
1005,Reject Before Interview,505,3.31,3.55,0.63,Male,Asian
1006,Reject Incomplete,481,3.29,3.43,-1.22,Female,African American
1007,Reject Before Interview,508,3.79,3.92,0.02,Male,White/Caucasian
1008,Reject Incomplete,501,3.49,3.69,,Female,White/Caucasian
1009,Reject Before Interview,510,3.15,3.36,0.02,Female,Multiple
1010,Reject Before Interview,502,3.53,3.68,0.59,Female,Asian
1011,Reject Before Interview,501,3.72,3.85,0.38,Female,African American
1012,Reject Incomplete,510,3.67,3.72,-1.38,Male,Asian
1013,Reject Before Interview,512,3.39,3.51,-1.4,Male,White/Caucasian
1014,Reject Before Interview,511,3.51,3.71,1.87,Female,Unreported
1015,Reject Before Interview,505,4,4,0.23,Male,White/Caucasian
1016,Matriculated,507,3.82,3.85,-1.83,Male,African American
1017,Reject Before Interview,516,3.86,3.89,,Male,Asian 
1018,Reject After Interview,507,3.57,3.66,-1.39,Female,White/Caucasian
1019,Deferred,,3.81,3.85,-0.81,Female,Asian
1020,Matriculated,506,3.94,3.93,,Female,White/Caucasian
1021,Reject Incomplete,507,3.91,3.92,0.58,Male,Asian
1022,Reject Before Interview,513,3.81,3.89,1.03,Female,White/Caucasian
1023,Reject After Interview,506,4,3.98,-0.41,Female,Hispanic
1024,Reject Before Interview,497,3.69,3.67,1.47,Male,African American
1025,Reject Incomplete,496,3.34,3.77,,Female,White/Caucasian
1026,Reject Incomplete,493,1.93,2.23,-1.6,Female,White/Caucasian
1027,Reject Before Interview,502,3.4,3.57,-0.45,Female,Asian
1028,Reject Before Interview,498,3.32,3.42,-0.12,Female,Asian
1029,Reject Before Interview,509,3.13,3.38,-0.79,Male,Asian
1030,Reject Before Interview,515,3.92,3.91,-0.25,Male,White/Caucasian
1031,Reject Before Interview,,3.63,3.73,0.87,Female,White/Caucasian
1032,Reject Incomplete,513,3.83,3.93,1.19,Male,Hispanic
1033,Withdrawn After Acceptance,521,4,4,1.15,Male,White/Caucasian
1034,Reject Before Interview,516,3.84,3.9,,Male,White/Caucasian
1035,Reject Before Interview,507,3.58,3.75,-1.1,Male,White/Caucasian
1036,Reject Before Interview,487,2.9,3.14,-0.09,Female,African American
1037,Reject Incomplete,495,3.19,3.34,0,Male,Hispanic
1038,Waitlist Declined,521,4,4,1.82,Male,Asian
1039,Reject After Interview,522,4,4,-0.2,Male,Asian
1040,Reject Before Interview,517,3.98,3.99,-0.48,Female,Hispanic
1041,Reject Incomplete,510,3.83,3.89,0.2,Female,White/Caucasian
1042,Reject Before Interview,503,3.37,3.44,1.02,Female,White/Caucasian
1043,Reject Before Interview,497,3.61,3.67,0.47,Male,Hispanic
1044,Reject Before Interview,512,3.68,3.83,-0.02,Female,White/Caucasian
1045,Withdrawn Through Match,514,3.94,3.92,-0.32,Female,Asian
1046,Reject Before Interview,505,2.81,2.99,-0.56,Male,African American
1047,Reject Before Interview,501,3.42,3.66,-0.95,Female,White/Caucasian
1048,Reject Incomplete,506,3.93,3.96,,Male,White/Caucasian
1049,Reject Incomplete,511,3.97,3.98,-1.63,Male,Asian
1050,Reject Before Interview,501,3.38,3.6,-0.05,Female,White/Caucasian
1051,Reject Before Interview,513,2.63,2.98,1.85,Male,White/Caucasian
1052,Withdrawn After Acceptance,524,4,4,0.59,Male,White/Caucasian
1053,Matriculated,505,3.38,3.55,0.93,Female,Hispanic
1054,Reject Incomplete,487,3.21,3.41,,Male,African American
1055,Reject Incomplete,500,3.85,3.88,-1.83,Female,African American
1056,Prelim Reject,509,4,4,-0.02,Female,African American
1057,Reject Before Interview,,3.61,3.62,-1.08,Male,White/Caucasian
1058,Reject Before Interview,501,3.71,3.66,-1.15,Female,White/Caucasian
1059,Reject Before Interview,497,2.24,2.59,0.43,Female,Asian
1060,Withdrawal Before Interview,,3.56,3.59,0.36,Female,White/Caucasian
1061,Reject Incomplete,509,3.34,3.56,1.16,Female,Multiple
1062,Reject Before Interview,498,3.82,3.68,-1.49,Male,White/Caucasian
1063,Reject Incomplete,,2.99,3.34,,Female,Hispanic
1064,Reject Before Interview,505,3.47,3.48,0.74,Female,Unreported
1065,Reject Before Interview,506,3.76,3.63,-0.73,Male,White/Caucasian
1066,Prelim Reject,516,3.71,3.83,-0.19,Male,White/Caucasian
1067,Reject Before Interview,506,3.11,3.51,0.98,Female,Asian
1068,Reject Incomplete,485,3.15,3.36,0,Female,Asian
1069,Reject Before Interview,496,3.42,3.22,-0.88,Female,African American
1070,Reject Before Interview,489,3.67,3.78,-0.49,Female,White/Caucasian
1071,Reject After Interview,518,3.86,3.9,,Male,White/Caucasian
1072,Reject Incomplete,499,3.73,3.81,-1.02,Female,White/Caucasian
1073,Reject Before Interview,501,3.01,3.3,,Female,White/Caucasian
1074,Reject After Interview,503,3.94,3.92,-1.31,Male,Hispanic
1075,Reject Incomplete,506,2.67,3.44,-0.11,Female,White/Caucasian
1076,Reject After Interview,513,3.91,3.95,0.93,Female,Multiple
1077,Withdrawn Through Match,503,4,4,-0.39,Male,Hispanic
1078,Reject Before Interview,506,3.84,3.88,-0.02,Female,White/Caucasian
1079,Reject Incomplete,527,3.99,3.96,-0.14,Female,White/Caucasian
1080,Withdrawal Before Interview,500,3.9,3.94,1.74,Female,Asian
1081,Deferred,,3.85,3.91,1.36,Female,Asian
1082,Reject Before Interview,505,3.56,3.68,,Male,White/Caucasian
1083,Reject After Interview,510,4,4,1.12,Female,White/Caucasian
1084,Reject Incomplete,515,2.83,3.03,-1.32,Male,White/Caucasian
1085,Reject Before Interview,509,3.72,3.77,0.97,Female,White/Caucasian
1086,Reject Incomplete,516,3.81,3.9,,Male,White/Caucasian
1087,Reject Before Interview,509,3.91,3.93,-0.81,Female,White/Caucasian
1088,Withdrawn Through Match,509,3.94,3.98,-1.66,Female,Hispanic
1089,Reject Before Interview,498,3.5,3.62,-0.88,Male,Asian
1090,Reject Before Interview,508,3.49,3.55,-1.54,Male,White/Caucasian
1091,Reject Before Interview,506,3.69,3.73,0.13,Female,White/Caucasian
1092,Reject After Interview,509,4,4,1.29,Female,Asian
1093,Reject Before Interview,510,3.98,3.97,-1.58,Male,White/Caucasian
1094,Reject Before Interview,510,3.68,3.73,-0.23,Female,White/Caucasian
1095,Reject Before Interview,499,3.57,3.68,-0.24,Male,Asian
1096,Reject Before Interview,503,3.11,3.37,-1.78,Female,Asian
1097,Reject Before Interview,514,3.62,3.81,,Male,White/Caucasian
1098,Reject Before Interview,505,3.16,3.54,0.18,Male,Asian
1099,Reject Before Interview,512,3.75,3.8,-1.24,Male,Asian
1100,Reject Before Interview,511,3.72,3.83,-0.07,Female,Asian
1101,Reject After Interview,513,4,4,0.13,Male,White/Caucasian
1102,Reject Incomplete,494,3.38,3.74,1.54,Female,Asian
1103,Reject Before Interview,510,3.42,3.45,-1.38,Male,Multiple
1104,Reject Before Interview,507,3.04,3.04,0.02,Male,White/Caucasian
1105,Reject Before Interview,482,2.05,2.18,-1.51,Male,Hispanic
1106,Reject Before Interview,507,2.9,3.28,-0.01,Male,Hispanic
1107,Reject Before Interview,508,3.78,3.86,-0.75,Male,Asian
1108,Reject Before Interview,492,2.36,2.72,-0.41,Female,African American
1109,Reject Before Interview,517,3.71,3.68,-0.18,Male,White/Caucasian
1110,Reject Incomplete,500,3.01,3.04,-1.08,Female,White/Caucasian
1111,Withdrawn Through Match,503,3.64,3.7,0.18,Male,Hispanic
1112,Withdrawal Before Interview,,3.88,3.88,0.49,Female,Asian
1113,Reject Before Interview,508,3.47,3.68,0.83,Female,Asian
1114,Reject Incomplete,501,2.84,3.09,0.19,Female,Unreported
1115,Reject Incomplete,,3.09,3.49,-1.97,Female,African American
1116,Reject Before Interview,504,3.85,3.92,-0.76,Male,White/Caucasian
1117,Matriculated,506,3.75,3.54,-1.52,Male,Hispanic
1118,Reject Incomplete,491,2.76,2.96,,Female,African American
1119,Reject Before Interview,507,2.85,3.09,-0.33,Female,Hispanic
1120,Reject Before Interview,503,3.69,3.69,-0.81,Female,Hispanic
1121,Reject Before Interview,483,3.15,3.3,0.97,Female,African American
1122,Reject Before Interview,508,2.92,3.47,-0.44,Male,White/Caucasian
1123,Reject Incomplete,499,3.12,3.18,-0.66,Male,Hispanic
1124,Reject Before Interview,502,3.59,3.77,0.68,Female,Asian
1125,Reject Before Interview,507,3.84,3.93,,Male,White/Caucasian
1126,Reject Incomplete,493,3.37,3.64,,Male,White/Caucasian
1127,Reject Before Interview,484,2.81,3.12,0.15,Female,Hispanic
1128,Reject Before Interview,501,3.44,3.62,0.95,Female,Asian
1129,Withdrawn Through Match,506,3.7,3.8,-1.63,Female,White/Caucasian
1130,Reject Before Interview,510,3.87,3.91,0.53,Female,White/Caucasian
1131,Reject Before Interview,520,3.58,2.87,-1.14,Male,White/Caucasian
1132,Reject Incomplete,512,3.86,3.92,-0.59,Male,Asian
1133,Reject After Interview,514,4,4,0.06,Male,White/Caucasian
1134,Reject Incomplete,517,3.85,3.9,0.01,Male,Asian
1135,Reject Before Interview,515,3.36,3.6,-0.48,Female,White/Caucasian
1136,Reject Incomplete,,2.15,2.29,,Male,Hispanic
1137,Reject After Interview,511,3.97,3.98,-0.03,Female,White/Caucasian
1138,Reject Before Interview,497,3.45,3.59,-0.93,Female,Asian
1139,Reject Before Interview,507,3.55,3.64,0.97,Female,Asian
1140,Reject Before Interview,513,3.31,3.61,-1.32,Male,White/Caucasian
1141,Reject Before Interview,485,3.23,3.43,-2.57,Female,Hispanic
1142,Reject Incomplete,,3.93,3.91,,Male,Unreported
1143,Reject Incomplete,505,3.46,3.63,-1.88,Female,African American
1144,Reject Incomplete,512,3.24,3.38,-2.4,Male,African American
1145,Reject Before Interview,495,2.98,3.28,0.02,Female,White/Caucasian
1146,Reject Before Interview,502,3.73,3.8,0.41,Female,Hispanic
1147,Reject Before Interview,513,3.69,3.79,0.35,Female,Multiple
1148,Reject Before Interview,503,3.24,3.33,,Female,African American
1149,Matriculated,515,3.73,3.72,0.05,Male,Unreported
1150,Reject Before Interview,510,3.96,3.96,-0.59,Male,Asian
1151,Reject Before Interview,495,3.58,3.77,0.88,Female,African American
1152,Withdrawn Through Match,503,3.63,3.7,-0.4,Female,Hispanic
1153,Reject Before Interview,492,3.24,3.21,-1.62,Male,White/Caucasian
1154,Reject Before Interview,497,3.39,3.78,-0.24,Female,Hispanic
1155,Reject Before Interview,502,3.02,3.31,-0.91,Female,Hispanic
1156,Reject Before Interview,499,2.79,3.05,-1.23,Female,African American
1157,Reject Before Interview,514,3.93,3.8,-0.05,Female,Asian
1158,Reject Before Interview,500,3.52,3.47,-1.77,Male,African American
1159,Reject Before Interview,500,2.92,3.23,0.08,Female,African American
1160,Reject Incomplete,504,3.01,3.09,,Male,White/Caucasian
1161,Reject Incomplete,512,3.73,3.66,-0.54,Male,Hispanic
1162,Reject Before Interview,507,3.78,3.76,-0.48,Female,White/Caucasian
1163,Reject Before Interview,498,3.35,3.45,-0.2,Female,Asian
1164,Reject After Interview,518,3.98,3.91,0.69,Male,Asian
1165,Reject Before Interview,506,2.95,3.08,-1.93,Male,African American
1166,Reject Before Interview,500,3.96,3.95,-2.41,Female,Asian
1167,Reject After Interview,506,3.14,3.42,-1.32,Female,White/Caucasian
1168,Reject Before Interview,501,3.88,3.88,-0.29,Male,White/Caucasian
1169,Reject Incomplete,508,3.43,3.75,-0.88,Female,White/Caucasian
1170,Withdrawal Before Interview,495,3.57,3.71,-0.83,Female,White/Caucasian
1171,Reject Incomplete,502,3.84,3.92,-0.07,Female,Unreported
1172,Reject Before Interview,502,3.29,3.44,,Female,White 
1173,Reject Before Interview,511,3.88,3.84,0.31,Male,Asian
1174,Reject Incomplete,,3.22,3.26,-0.44,Female,White/Caucasian
1175,Reject After Interview,510,3.88,3.9,-0.98,Male,White/Caucasian
1176,Reject Before Interview,511,3.9,3.78,0.15,Male,Hispanic
1177,Reject Before Interview,489,3.33,3.48,0.59,Male,Hispanic
1178,Reject After Interview,506,3.82,3.81,-2.32,Male,Hispanic
1179,Reject Incomplete,512,3.58,3.63,-2.35,Male,Asian
1180,Reject Before Interview,510,3.79,3.7,-1.54,Male,African American
1181,Reject Before Interview,496,3.89,3.92,-1.41,Female,Hispanic
1182,Matriculated,513,4,4,0.21,Male,White/Caucasian
1183,Reject Before Interview,502,3.19,2.99,-0.75,Male,Hispanic
1184,Withdrawn Through Match,521,4,4,1.17,Male,White/Caucasian
1185,Reject Before Interview,508,3.92,3.96,0.66,Female,Asian
1186,Withdrawn Through Match,515,3.96,3.93,0.05,Male,Asian
1187,Reject After Interview,515,3.56,3.74,1.33,Male,White/Caucasian
1188,Reject Before Interview,504,3.81,3.89,-2.01,Male,White/Caucasian
1189,Reject Before Interview,485,3.48,3.64,-2.01,Male,African American
1190,Reject Before Interview,508,3.54,3.61,-0.72,Male,African American
1191,Reject Before Interview,514,3.83,3.9,,Male,White/Caucasian
1192,Reject Before Interview,504,3.87,3.89,0.88,Male,White/Caucasian
1193,Reject Incomplete,,3.08,3.45,1.54,Male,White/Caucasian
1194,Reject Before Interview,510,3.33,3.53,1.12,Male,White/Caucasian
1195,Reject Before Interview,511,3.58,3.69,-1.55,Female,White/Caucasian
1196,Reject Incomplete,502,3.47,3.49,-0.38,Male,White/Caucasian
1197,Reject Incomplete,,3.94,3.96,0,Female,White/Caucasian
1198,Reject Incomplete,501,3.4,3.52,-1.74,Female,White/Caucasian
1199,Reject Before Interview,503,3.29,3.37,-0.1,Male,White/Caucasian
1200,Reject Before Interview,501,3.09,3.34,-0.03,Female,Asian
1201,Reject Before Interview,500,3.7,3.78,-1.22,Female,Hispanic
1202,Withdrawal Before Interview,487,3.46,3.57,,Female,White/Caucasian
1203,Reject Incomplete,516,3.93,3.92,0.88,Male,Asian
1204,Reject Incomplete,501,3.48,3.66,0.37,Female,White/Caucasian
1205,Reject Before Interview,492,2.68,2.98,0.81,Female,Hispanic
1206,Reject Before Interview,498,3.44,3.72,0.4,Male,Hispanic
1207,Waitlist Declined,522,3.94,3.93,-0.8,Female,White/Caucasian
1208,Reject Before Interview,489,3.04,3.48,0.19,Female,Hispanic
1209,Reject Before Interview,510,3.9,3.86,,Male,White/Caucasian
1210,Offer Declined,517,3.81,3.91,-0.4,Male,Hispanic
1211,Reject Incomplete,495,3.86,3.89,-1.26,Female,White/Caucasian
1212,Reject Incomplete,478,3.38,3.5,-2.6,Female,African American
1213,Reject Before Interview,508,2.96,3.18,,Male,White/Caucasian
1214,Reject Incomplete,507,3.76,3.72,-1.55,Female,Hispanic
1215,Reject Incomplete,,2.62,2.57,,Male,African American
1216,Reject Before Interview,500,3.97,3.98,-0.61,Male,Hispanic
1217,Reject Before Interview,497,3.11,3.37,-0.99,Female,African American
1218,Reject Before Interview,511,3.92,3.96,0.86,Female,Asian
1219,Reject Before Interview,508,3.08,3.36,-0.67,Male,Asian
1220,Reject Incomplete,501,2.3,2.5,,Female,African American
1221,Reject Before Interview,510,3.68,3.83,0.24,Female,White/Caucasian
1222,Reject Before Interview,519,3.76,3.85,1.26,Female,Unreported
1223,Withdrawn After Acceptance,519,4,4,0.49,Male,Asian
1224,Reject Before Interview,496,3.86,3.83,-1.83,Male,Hispanic
1225,Reject Incomplete,515,3.39,3.47,-0.14,Female,White/Caucasian
1226,Reject Before Interview,497,3.84,3.88,,Female,White/Caucasian
1227,Reject Before Interview,501,3.14,3.25,-0.64,Male,Asian
1228,Reject Incomplete,499,3.41,3.57,-0.23,Female,Asian
1229,Reject Incomplete,,3.87,3.92,,Female,Multiple
1230,Reject Before Interview,516,3.08,3.57,-0.4,Female,Asian
1231,Reject Before Interview,517,3.9,3.88,1.33,Male,White/Caucasian
1232,Reject Before Interview,499,2.3,2.42,-1.57,Male,African American
1233,Reject Incomplete,506,3.36,3.48,-1.31,Male,Asian
1234,Prelim Reject,493,,,,Female,Black or African American 
1235,Reject Before Interview,498,3.37,3.56,-0.81,Female,Asian
1236,Reject Before Interview,500,2.67,2.94,-0.12,Male,Asian
1237,Reject Before Interview,502,3.32,3.21,-0.56,Male,White/Caucasian
1238,Reject After Interview,505,3.45,3.67,0.27,Female,White/Caucasian
1239,Reject Before Interview,493,2.37,2.68,-2.08,Male,Hispanic
1240,Reject Before Interview,511,3.78,3.83,-0.57,Male,Asian
1241,Reject Before Interview,488,3.48,3.19,-1.06,Female,White/Caucasian
1242,Reject Before Interview,510,3.71,3.83,-0.31,Female,Asian
1243,Reject Before Interview,496,3.21,3.65,-0.46,Male,White/Caucasian
1244,Reject Incomplete,513,4,4,1.04,Female,Asian
1245,Reject Incomplete,,3.35,3.69,,Male,Hispanic
1246,Reject Before Interview,513,3.29,3.53,-0.43,Female,Asian
1247,Reject Before Interview,505,3.13,3.51,-0.23,Male,Hispanic
1248,Reject Before Interview,503,3.09,3.64,0.98,Female,White/Caucasian
1249,Reject Before Interview,513,3.58,3.82,0.67,Female,White/Caucasian
1250,Reject Before Interview,515,3.76,3.79,-0.94,Female,White/Caucasian
1251,Reject Before Interview,513,3.43,3.66,0.51,Male,White/Caucasian
1252,Reject Before Interview,482,2.5,2.88,-0.63,Male,Hispanic
1253,Reject Before Interview,498,3.57,3.7,-0.9,Female,Asian
1254,Reject After Interview,507,3.62,3.73,-0.02,Female,Asian
1255,Reject Incomplete,,3.37,3.5,-0.48,Male,Asian
1256,Reject After Interview,510,3.39,3.2,-0.2,Male,Hispanic
1257,Withdrawal Before Interview,512,4,4,-0.23,Male,Hispanic
1258,Reject Before Interview,484,2.95,3.42,-0.31,Female,Asian
1259,Withdrawn After Acceptance,510,3.81,3.84,0.69,Male,White/Caucasian
1260,Withdrawn by School,510,3.45,3.72,,Female,White/Caucasian
1261,Reject Before Interview,,3.89,3.93,-1.13,Female,White/Caucasian
1262,Reject Incomplete,507,3.57,3.71,,Female,Asian
1263,Reject Before Interview,512,3.95,3.95,0.15,Female,Asian
1264,Reject Incomplete,486,3.01,3.41,,Female,African American
1265,Reject Before Interview,505,3.87,3.9,0.06,Female,Asian
1266,Matriculated,499,3.33,3.54,-0.48,Female,African American
1267,Reject Before Interview,512,3.57,3.59,0.31,Male,White/Caucasian
1268,Reject Before Interview,500,3.35,3.49,-0.58,Male,African American
1269,Reject Incomplete,519,3.91,3.89,,Female,Asian
1270,Withdrawn Through Match,508,3.97,3.94,-1.22,Male,White/Caucasian
1271,Reject Before Interview,494,3.45,3.64,-0.88,Male,African American
1272,Reject Before Interview,504,3.28,3.24,-0.25,Male,Asian
1273,Reject Incomplete,511,3.94,3.96,0.49,Female,White/Caucasian
1274,Matriculated,505,3.45,3.63,-0.95,Female,Hispanic
1275,Reject Before Interview,501,3.5,3.6,0.05,Male,Unreported
1276,Reject Before Interview,518,3.63,3.23,-1.91,Male,White/Caucasian
1277,Withdrawn Through Match,513,3.93,3.95,0.69,Female,Asian
1278,Reject After Interview,513,4,4,0.04,Male,White/Caucasian
1279,Reject Before Interview,514,4,3.43,0.9,Female,White/Caucasian
1280,Reject Before Interview,509,3.41,3.65,-1.67,Male,Asian
1281,Reject Before Interview,510,3.11,3.33,-0.38,Female,African American
1282,Matriculated,513,3.1,3.24,0.02,Male,White/Caucasian
1283,Reject After Interview,510,3.88,3.94,-0.31,Male,Asian
1284,Reject Incomplete,513,3.12,3.33,-0.66,Male,Asian
1285,Reject Before Interview,519,4,3.97,-0.07,Male,Asian
1286,Withdrawal Before Interview,495,3.65,3.55,,Female,White/Caucasian
1287,Reject Before Interview,502,3.09,3.2,-1.85,Male,White/Caucasian
1288,Reject Before Interview,496,2.71,3.1,-0.86,Female,White/Caucasian
1289,Reject Before Interview,499,3.88,3.86,-1.46,Female,White/Caucasian
1290,Reject Before Interview,489,3.08,3.2,-0.06,Female,White/Caucasian
1291,Reject Before Interview,515,3.33,3.47,0.11,Female,Hispanic
1292,Reject Before Interview,488,3.54,3.68,-0.95,Female,Hispanic
1293,Reject Before Interview,508,3.11,3.29,1.41,Male,American Indian
1294,Reject Before Interview,505,3.68,3.75,-0.93,Male,Hispanic
1295,Reject Before Interview,499,3.24,3.26,0.57,Female,African American
1296,Reject Before Interview,501,3.67,3.8,1.15,Female,Hispanic
1297,Reject Incomplete,490,3.86,3.93,-0.89,Female,Asian
1298,Reject Before Interview,505,3.59,3.65,-0.48,Male,Multiple
1299,Withdrawn After Acceptance,504,3.5,3.74,1.25,Female,African American
