Random Unique Identifier,Admissions Decision,MCAT,GPA_Overall_Sci,Overall GPA,GPA_Grad_Total,Casper Score,Gender/Sex,Race/Ethnicity
7859,Withdrew Application After Interview,514,3.91,3.93,,0.19,Male,White/Caucasian
7867,Rejected without Interview,521,3.96,3.93,,,Male,Multiple
7890,Alternate Pool/Waitlist,506,3.86,3.93,,-0.05,Female,White/Caucasian
7956,Rejected without Interview,517,3.91,3.93,,0.04,Male,White/Caucasian
7989,Rejected without Interview,517,3.67,3.93,3.67,-1.24,Male,White/Caucasian
7992,Withdrew Application After Interview,522,3.86,3.93,,0.86,Female,Asian
8035,Declined Admissions Offer,519,4,3.93,,1.09,Male,Asian
8049,Declined Admissions Offer,511,4,3.93,,-0.22,Female,Hispanic
8136,Rejected without Interview,513,3.97,3.93,,-0.4,Male,Asian
8138,Withdrew Application After Interview,519,3.84,3.93,,0.48,Female,White/Caucasian
8261,Rejected without Interview,505,3.96,3.93,3.85,0.81,Male,White/Caucasian
8278,Rejected without Interview,507,3.92,3.93,,-0.9,Female,White/Caucasian
8320,Rejected without Interview,505,3.96,3.93,,-1.78,Male,White/Caucasian
8323,Rejected without Interview,507,3.93,3.93,,-0.11,Female,Asian
8339,Offered Admissions-Matriculated,510,3.85,3.93,,-0.98,Female,Hispanic
8343,Rejected without Interview,503,3.9,3.93,,1.28,Female,Asian
8369,Rejected without Interview,506,3.88,3.93,,-0.33,Female,White/Caucasian
8529,Rejected After Interviewer,507,3.89,3.93,,0.09,Male,Hispanic
8569,Rejected without Interview,505,3.89,3.93,,-0.93,Male,White/Caucasian
8594,Rejected without Interview,501,3.96,3.93,,-0.33,Female,Hispanic
8614,Rejected without Interview,511,3.88,3.93,,1.24,Female,Asian
8709,Withdrew Application After Interview,517,3.89,3.93,,0.19,Male,White/Caucasian
8760,Alternate Pool/Waitlist,517,3.93,3.93,,1.97,Male,Asian
8766,Rejected without Interview,515,3.85,3.93,,1.92,Male,Multiple
8883,Rejected without Interview,507,3.91,3.93,,-0.83,Female,White/Caucasian
8926,Rejected without Interview,509,3.82,3.93,,-0.94,Female,White/Caucasian
8984,Declined Admissions Offer,521,3.86,3.93,,1.32,Male,Asian
9121,Rejected without Interview,502,3.9,3.93,,1.98,Male,White/Caucasian
9210,Rejected without Interview,517,3.9,3.93,,1.66,Male,White/Caucasian
9327,Declined Admissions Offer,520,3.94,3.93,,1.9,Male,Asian
9406,Rejected without Interview,501,3.91,3.93,,-0.76,Female,African American
9497,Rejected without Interview,494,3.95,3.93,,-1.06,Male,White/Caucasian
9526,Rejected without Interview,509,3.88,3.93,,-1.32,Female,White/Caucasian
9724,Alternate Pool/Waitlist,522,3.86,3.93,,-0.07,Female,White/Caucasian
9764,Rejected without Interview,504,3.9,3.93,,,Male,Hispanic
9791,Rejected without Interview,500,3.9,3.93,,0.43,Female,African American
9912,Rejected without Interview,514,3.95,3.93,3.88,0.03,Male,White/Caucasian
9954,Rejected without Interview,508,3.87,3.93,,-0.87,Male,White/Caucasian
10001,Withdrew Application Before Interview,516,3.88,3.93,,0.71,Female,White/Caucasian
10047,Withdrew Application After Interview,520,3.93,3.93,,0.48,Male,White/Caucasian
10052,Offered Admissions-Matriculated,514,3.85,3.93,,0.79,Male,Asian
10087,Rejected without Interview,482,3.89,3.93,3.89,0.2,Female,Multiple
10213,Rejected without Interview,512,4,3.93,,0.09,Male,Multiple
10259,Withdrew Application After Interview,510,3.93,3.93,3.83,0.03,Female,Hispanic
10355,Rejected without Interview,503,3.9,3.93,3.9,-0.65,Male,African American
10515,Alternate Pool/Waitlist,520,3.96,3.93,,-1.24,Female,White/Caucasian
10572,Rejected without Interview,500,3.89,3.93,,0.53,Female,Hispanic
10580,Rejected without Interview,518,3.88,3.93,,0.44,Female,Asian
10583,Declined Admissions Offer,519,3.95,3.93,,0.84,Male,White/Caucasian
10591,Withdrew Application After Interview,514,3.86,3.93,,-0.12,Female,Asian
10622,Declined Admissions Offer,516,3.91,3.93,,1.41,Female,Asian
10898,Rejected without Interview,518,3.94,3.93,4,-0.43,Male,White/Caucasian
11048,Rejected without Interview,518,3.83,3.93,,0.67,Male,Unreported
11231,Rejected without Interview,497,3.9,3.93,,1.38,Female,White/Caucasian
11357,Rejected without Interview,522,3.9,3.93,,,Male,Asian
11486,Rejected without Interview,511,3.86,3.93,,0.5,Male,White/Caucasian
6277,Withdrew Application After Interview,514,4,3.92,,-0.42,Male,African American
6320,Withdrew Application After Interview,512,3.84,3.92,,0.37,Female,White/Caucasian
6500,Rejected without Interview,509,3.86,3.92,,0,Female,White/Caucasian
6537,Rejected without Interview,499,3.9,3.92,,0.88,Female,White/Caucasian
6584,Rejected without Interview,509,3.83,3.92,,0.43,Male,Multiple
6611,Alternate Pool/Waitlist,522,3.86,3.92,,-0.32,Male,White/Caucasian
6677,Rejected without Interview,515,3.89,3.92,,1.19,Male,White/Caucasian
6681,Rejected without Interview,514,3.89,3.92,,-0.15,Male,White/Caucasian
6686,Rejected without Interview,521,3.89,3.92,,-0.07,Male,Asian
6700,Rejected without Interview,513,3.88,3.92,,0.22,Male,Asian
6702,Rejected without Interview,515,3.88,3.92,,-1.25,Male,Asian
6708,Alternate Pool/Waitlist,512,3.87,3.92,,0.61,Male,White/Caucasian
6737,Rejected without Interview,501,3.91,3.92,,0,Female,White/Caucasian
6789,Withdrew Application After Interview,525,3.87,3.92,,1.38,Male,White/Caucasian
6828,Declined Admissions Offer,511,3.93,3.92,,0.08,Female,Asian
6861,Declined Admissions Offer,521,3.86,3.92,3.84,0.89,Female,Asian
6881,Rejected without Interview,499,3.87,3.92,,-1.13,Female,White/Caucasian
6931,Rejected without Interview,511,3.86,3.92,,1.19,Female,White/Caucasian
7130,Rejected without Interview,514,3.87,3.92,,0,Male,Asian
7148,Rejected without Interview,513,3.9,3.92,,-0.15,Male,White/Caucasian
7149,Rejected without Interview,505,3.91,3.92,,-0.38,Female,Asian
7177,Rejected without Interview,512,3.96,3.92,,0.11,Male,Hispanic
7252,Withdrew Application After Interview,508,3.95,3.92,,-0.56,Male,Hispanic
7330,Rejected without Interview,509,3.82,3.92,,1.02,Female,Asian
7455,Rejected without Interview,506,3.91,3.92,,1.66,Female,White/Caucasian
7532,Rejected without Interview,503,3.83,3.92,4,-0.62,Female,White/Caucasian
7536,Rejected without Interview,511,3.88,3.92,,-0.48,Female,Asian
7599,Rejected without Interview,498,3.87,3.92,,-0.73,Female,Hispanic
7633,Rejected without Interview,512,3.81,3.92,,1.66,Female,White/Caucasian
7669,Rejected without Interview,502,3.83,3.92,,0.35,Female,Asian
7703,Declined Admissions Offer,514,3.95,3.92,3.85,1.6,Male,Asian
7727,Rejected without Interview,509,3.85,3.92,,0.26,Female,White/Caucasian
7756,Rejected without Interview,515,3.88,3.92,,0.51,Female,White/Caucasian
7785,Withdrew Application Before Interview,519,3.94,3.92,,-0.07,Male,White/Caucasian
7908,Rejected without Interview,512,3.81,3.92,,0.71,Male,White/Caucasian
7929,Withdrew Application After Interview,520,3.95,3.92,,0.59,Male,Asian
7947,Offered Admissions-Matriculated,519,3.89,3.92,,0.73,Male,White/Caucasian
8088,Withdrew Application After Interview,524,3.93,3.92,,-0.37,Male,Asian
8103,Rejected without Interview,509,3.87,3.92,,1.17,Female,Asian
8223,Withdrew Application After Interview,521,3.87,3.92,,0.56,Male,Asian
8281,Rejected without Interview,508,3.88,3.92,,-2.25,Female,Asian
8283,Rejected without Interview,511,3.88,3.92,,0.58,Female,White/Caucasian
8340,Rejected without Interview,515,3.95,3.92,,0.66,Female,White/Caucasian
8352,Declined Admissions Offer,509,3.87,3.92,,-0.4,Male,Hispanic
8393,Rejected without Interview,509,3.92,3.92,,-1.75,Female,Asian
8449,Declined Admissions Offer,527,3.77,3.92,,1.71,Male,Asian
8460,Rejected without Interview,506,3.87,3.92,,-0.74,Female,White/Caucasian
8495,Rejected without Interview,513,3.93,3.92,,0.82,Male,White/Caucasian
8546,Withdrew Application After Interview,519,3.91,3.92,,0.58,Female,Asian
8556,Rejected without Interview,512,4,3.92,,-0.36,Male,Asian
8581,Rejected without Interview,499,3.87,3.92,,0.47,Female,White/Caucasian
8700,Alternate Pool/Waitlist,509,3.89,3.92,,0.96,Male,Hispanic
8714,Rejected without Interview,515,3.9,3.92,,0.01,Female,White/Caucasian
8744,Rejected without Interview,520,3.89,3.92,,-0.38,Female,White/Caucasian
8767,Offered Admissions-Matriculated,508,3.94,3.92,,-0.78,Female,Hispanic
8771,Withdrew Application After Interview,523,3.91,3.92,3,0.43,Male,Asian
8793,Rejected without Interview,500,3.9,3.92,,1.01,Female,Hispanic
8852,Alternate Pool/Waitlist,515,3.87,3.92,,0.17,Male,Asian
9022,Rejected without Interview,504,3.85,3.92,,-0.76,Male,White/Caucasian
9044,Rejected without Interview,506,4,3.92,,-0.28,Male,White/Caucasian
9088,Rejected without Interview,516,3.9,3.92,,0.16,Female,Asian
9238,Rejected without Interview,508,4,3.92,,1.46,Male,White/Caucasian
9314,Rejected without Interview,510,3.87,3.92,,-0.62,Female,Asian
9397,Withdrew Application After Interview,514,3.8,3.92,3.91,0.1,Female,White/Caucasian
9426,Withdrew Application After Interview,522,3.92,3.92,,-0.57,Female,White/Caucasian
9449,Rejected without Interview,511,3.93,3.92,,-0.57,Male,White/Caucasian
9591,Rejected without Interview,502,4,3.92,,1.66,Female,Multiple
9725,Rejected without Interview,504,3.9,3.92,,-0.09,Male,White/Caucasian
9786,Rejected without Interview,519,3.95,3.92,,-0.34,Male,Asian
9817,Rejected without Interview,520,3.86,3.92,,0.61,Female,White/Caucasian
9837,Rejected without Interview,511,3.86,3.92,,0.11,Female,Multiple
9886,Rejected without Interview,501,3.88,3.92,4,-0.05,Female,White/Caucasian
10042,Declined Admissions Offer,512,3.84,3.92,,2.07,Male,Asian
10126,Rejected without Interview,522,3.88,3.92,,,Male,White/Caucasian
10234,Rejected without Interview,502,3.85,3.92,,0.43,Female,Asian
10317,Rejected without Interview,506,3.91,3.92,,-1.97,Female,Multiple
10360,Rejected without Interview,504,3.82,3.92,,0.59,Male,White/Caucasian
10382,Rejected without Interview,512,3.87,3.92,,-1.07,Female,Asian
10406,Rejected without Interview,508,3.99,3.92,,-0.29,Female,White/Caucasian
10533,Rejected without Interview,504,3.88,3.92,,-0.23,Male,Asian
10539,Withdrew Application After Interview,508,3.89,3.92,,-1.35,Male,Hispanic
10712,Rejected without Interview,504,3.87,3.92,,0.93,Male,White/Caucasian
10795,Rejected without Interview,510,3.86,3.92,,0.03,Male,White/Caucasian
10802,Rejected without Interview,492,3.93,3.92,,,Female,African American
10807,Rejected without Interview,506,3.86,3.92,,-1.48,Male,White/Caucasian
11007,Declined Admissions Offer,514,3.94,3.92,,-0.4,Male,African American
11133,Rejected without Interview,510,3.9,3.92,,0.25,Female,White/Caucasian
11206,Rejected without Interview,492,3.95,3.92,,1.59,Female,Multiple
11226,Rejected without Interview,512,3.91,3.92,,0.92,Female,Hispanic
11237,Rejected without Interview,494,3.94,3.92,,-0.09,Female,White/Caucasian
11528,Rejected without Interview,502,3.87,3.92,,-1.07,Female,White/Caucasian
11591,Rejected without Interview,506,3.93,3.92,,-0.1,Female,Asian
6220,Offered Admissions-Matriculated,507,3.91,3.91,,-1.06,Female,African American
6224,Withdrew Application After Interview,510,3.88,3.91,,-0.78,Female,Hispanic
6340,Rejected without Interview,509,3.83,3.91,,0.29,Female,White/Caucasian
6358,Alternate Pool/Waitlist,514,3.88,3.91,,-0.74,Male,Asian
6395,Rejected without Interview,508,3.87,3.91,,-0.68,Male,White/Caucasian
6415,Rejected without Interview,509,3.89,3.91,,-1.32,Male,Asian
6556,Withdrew Application After Interview,517,3.93,3.91,,1.45,Female,Asian
6566,Declined Admissions Offer,511,4,3.91,,0.41,Male,Asian
6595,Rejected without Interview,515,3.92,3.91,,0.37,Female,Asian
6596,Rejected without Interview,509,3.96,3.91,,-0.43,Male,Asian
6627,Withdrew Application Before Interview,508,3.94,3.91,,0.29,Female,White/Caucasian
6678,Rejected without Interview,516,3.88,3.91,,-0.27,Female,White/Caucasian
6691,Withdrew Application After Interview,512,3.9,3.91,,0.88,Male,Unreported
6722,Rejected without Interview,511,3.79,3.91,,0.27,Male,White/Caucasian
6820,Rejected without Interview,513,3.88,3.91,,-0.13,Male,White/Caucasian
6830,Declined Admissions Offer,520,3.86,3.91,,-0.47,Female,Asian
6888,Withdrew Application After Interview,511,4,3.91,3.92,0.22,Female,Asian
6911,Rejected without Interview,515,3.84,3.91,,,Female,White/Caucasian
6913,Rejected without Interview,509,3.95,3.91,,-0.15,Female,Multiple
7031,Rejected without Interview,515,3.89,3.91,,0.3,Female,Asian
7064,Withdrew Application After Interview,516,3.89,3.91,,0.74,Female,Asian
7075,Declined Admissions Offer,507,3.94,3.91,,0.37,Female,Hispanic
7087,Declined Admissions Offer,522,3.82,3.91,,0.76,Male,Asian
7096,Rejected without Interview,515,3.86,3.91,,-1.34,Female,White/Caucasian
7108,Declined Admissions Offer,523,3.94,3.91,,0.76,Male,Asian
7216,Rejected without Interview,510,3.89,3.91,,0.86,Female,White/Caucasian
7230,Rejected without Interview,512,4,3.91,,0.59,Female,White/Caucasian
7253,Rejected without Interview,509,3.94,3.91,,-0.49,Male,Hispanic
7283,Rejected without Interview,519,3.86,3.91,,-0.33,Male,Asian
7365,Rejected without Interview,511,3.95,3.91,,-1.12,Male,Multiple
7407,Rejected without Interview,505,3.81,3.91,,0.33,Female,White/Caucasian
7440,Rejected without Interview,510,3.92,3.91,,-1.56,Male,White/Caucasian
7519,Withdrew Application After Interview,512,3.9,3.91,,-0.35,Male,Hispanic
7529,Rejected without Interview,504,3.8,3.91,,-0.02,Female,Multiple
7596,Rejected without Interview,509,3.89,3.91,,-1.49,Male,White/Caucasian
7670,Rejected without Interview,517,4,3.91,4,,Male,Hispanic
7688,Rejected without Interview,514,3.83,3.91,,0,Male,White/Caucasian
7707,Rejected without Interview,512,3.8,3.91,,1.02,Male,Multiple
7732,Rejected without Interview,503,3.94,3.91,,-0.72,Female,Hispanic
7789,Rejected without Interview,510,3.89,3.91,,0.73,Female,White/Caucasian
7874,Rejected without Interview,,3.88,3.91,,,Male,Asian
7934,Rejected without Interview,512,3.88,3.91,,1.13,Male,White/Caucasian
7958,Declined Admissions Offer,512,3.93,3.91,,1.82,Male,White/Caucasian
7963,Declined Admissions Offer,511,3.92,3.91,,1.17,Female,Hispanic
7991,Rejected without Interview,510,3.87,3.91,,0.99,Female,Asian
8031,Withdrew Application Before Interview,509,3.77,3.91,,0.13,Female,Asian
8047,Rejected without Interview,503,3.88,3.91,,-0.29,Male,Asian
8086,Rejected without Interview,509,3.81,3.91,,0.45,Female,White/Caucasian
8124,Offered Admissions-Matriculated,510,3.88,3.91,,-1.12,Female,Hispanic
8166,Declined Admissions Offer,518,3.88,3.91,,0.26,Male,Asian
8216,Withdrew Application After Interview,518,3.83,3.91,,0.41,Female,Asian
8238,Rejected without Interview,501,3.78,3.91,,-1.31,Female,African American
8331,Rejected without Interview,506,3.9,3.91,4,0.09,Male,White/Caucasian
8435,Rejected without Interview,511,4,3.91,,-0.7,Male,Unreported
8486,Rejected without Interview,504,3.85,3.91,,0.21,Female,Asian
8508,Withdrew Application After Interview,522,3.89,3.91,,0.88,Female,Asian
8523,Rejected without Interview,512,3.84,3.91,,0.53,Male,Asian
8586,Rejected without Interview,509,3.85,3.91,,0.19,Male,Multiple
8711,Rejected without Interview,517,3.88,3.91,,-0.63,Female,Asian
8712,Withdrew Application After Interview,514,3.9,3.91,,1.61,Male,White/Caucasian
8728,Withdrew Application After Interview,510,3.96,3.91,4,0.27,Male,Hispanic
8824,Offered Admissions-Matriculated,515,3.86,3.91,,1.69,Male,Asian
9038,Rejected without Interview,518,3.84,3.91,,-0.25,Male,Asian
9046,Withdrew Application After Interview,519,3.9,3.91,,1.49,Female,White/Caucasian
9087,Declined Admissions Offer,518,3.95,3.91,,1.28,Male,Hispanic
9222,Rejected without Interview,518,3.91,3.91,,,Male,White/Caucasian
9311,Rejected without Interview,514,3.8,3.91,,-0.24,Male,Asian
9339,Rejected without Interview,511,3.83,3.91,,-2.05,Male,Asian
9404,Rejected without Interview,519,3.93,3.91,,-0.57,Male,White/Caucasian
9524,Rejected without Interview,508,3.83,3.91,,0.28,Male,White/Caucasian
9669,Rejected without Interview,505,3.86,3.91,,1.17,Male,Asian
9700,Rejected without Interview,507,4,3.91,,-0.42,Female,Asian
9876,Rejected without Interview,509,4,3.91,,0.18,Male,White/Caucasian
9911,Rejected without Interview,512,3.84,3.91,4,1.32,Female,Asian
9913,Rejected without Interview,507,3.91,3.91,,-0.52,Male,White/Caucasian
10074,Rejected without Interview,509,3.85,3.91,,0.95,Female,Asian
10318,Rejected without Interview,502,3.87,3.91,,-1.11,Male,White/Caucasian
10394,Rejected without Interview,502,3.87,3.91,,-0.32,Female,White/Caucasian
10483,Rejected without Interview,499,3.88,3.91,,,Female,African American
10538,Rejected without Interview,511,3.87,3.91,,-0.46,Male,White/Caucasian
10620,Rejected without Interview,491,3.87,3.91,,-1.49,Female,White/Caucasian
10647,Rejected without Interview,511,3.86,3.91,,-0.15,Male,Multiple
10718,Rejected without Interview,503,3.82,3.91,,-1.62,Female,Asian
10921,Rejected without Interview,514,3.84,3.91,,-0.36,Male,Unreported
10923,Rejected without Interview,514,3.9,3.91,,0.63,Male,Asian
10950,Rejected without Interview,523,3.92,3.91,,-0.46,Male,Asian
10993,Rejected without Interview,511,3.87,3.91,,-0.35,Female,White/Caucasian
11150,Rejected without Interview,496,3.86,3.91,,-0.8,Male,Asian
11177,Rejected without Interview,502,3.88,3.91,,-0.86,Female,White/Caucasian
11217,Withdrew Application After Interview,504,3.79,3.91,,-0.51,Female,African American
11317,Rejected without Interview,512,3.96,3.91,,-0.35,Male,White/Caucasian
11595,Rejected without Interview,,3.87,3.91,4,-1.48,Female,Hispanic
6241,Withdrew Application After Interview,505,3.86,3.9,,-1.13,Female,White/Caucasian
6391,Rejected without Interview,505,3.85,3.9,,0.4,Male,Asian
6404,Alternate Pool/Waitlist,514,3.95,3.9,,-0.73,Male,Asian
6407,Rejected without Interview,509,3.88,3.9,,-0.88,Female,White/Caucasian
6408,Declined Admissions Offer,516,3.88,3.9,,1.67,Female,Asian
6476,Offered Admissions-Matriculated,510,3.86,3.9,,0.81,Female,Asian
6489,Rejected without Interview,511,3.93,3.9,,-1.04,Female,Asian
6615,Rejected without Interview,510,3.91,3.9,,-1.78,Female,Asian
6703,Rejected without Interview,504,3.83,3.9,,-0.24,Female,White/Caucasian
6727,Rejected without Interview,504,3.86,3.9,,-0.26,Female,Asian
6753,Rejected without Interview,512,3.85,3.9,,-0.99,Male,White/Caucasian
6826,Rejected without Interview,505,3.89,3.9,,-0.86,Female,White/Caucasian
6941,Rejected without Interview,508,3.85,3.9,,-1.05,Male,Asian
7029,Declined Admissions Offer,511,3.81,3.9,,1.09,Female,Hispanic
7036,Rejected without Interview,507,3.85,3.9,,0.32,Male,Multiple
7080,Rejected without Interview,503,3.78,3.9,,,Male,White/Caucasian
7107,Rejected After Interviewer,518,3.83,3.9,,0.48,Male,Asian
7220,Withdrew Application After Interview,518,3.85,3.9,,-0.11,Female,Multiple
7355,Rejected without Interview,507,3.87,3.9,,1.21,Female,Asian
7517,Offered Admissions-Matriculated,510,3.85,3.9,,0.15,Female,Asian
7628,Rejected without Interview,508,3.85,3.9,,-2.15,Male,White/Caucasian
7700,Rejected without Interview,511,3.8,3.9,,0.18,Female,White/Caucasian
7869,Rejected without Interview,496,3.81,3.9,,-0.29,Male,Asian
7879,Offered Admissions-Matriculated,505,3.84,3.9,,1.99,Male,Asian
7884,Withdrew Application After Interview,518,3.82,3.9,,-0.62,Female,Asian
7903,Rejected without Interview,512,3.98,3.9,,-1.71,Female,White/Caucasian
7938,Rejected without Interview,513,3.95,3.9,,-2.02,Female,White/Caucasian
7948,Rejected without Interview,507,3.85,3.9,,-0.67,Female,Asian
7972,Rejected without Interview,503,3.79,3.9,,0.43,Female,White/Caucasian
8000,Declined Admissions Offer,519,3.84,3.9,,-0.55,Male,Hispanic
8033,Rejected without Interview,511,3.85,3.9,,-1.02,Female,White/Caucasian
8092,Rejected without Interview,506,3.84,3.9,,-0.56,Male,White/Caucasian
8097,Rejected without Interview,513,3.84,3.9,,0.92,Male,White/Caucasian
8142,Declined Admissions Offer,519,3.83,3.9,,-0.12,Female,African American
8146,Rejected without Interview,506,3.87,3.9,,0.22,Female,Asian
8183,Withdrew Application Before Interview,518,3.88,3.9,,0,Male,White/Caucasian
8250,Offered Admissions-Matriculated,510,3.89,3.9,,0.51,Male,White/Caucasian
8254,Rejected without Interview,509,3.86,3.9,,0.5,Female,Asian
8284,Withdrew Application After Interview,504,3.87,3.9,,-0.03,Female,Hispanic
8383,Rejected without Interview,,3.88,3.9,,,Male,Asian
8412,Rejected without Interview,512,3.83,3.9,,-0.3,Male,Asian
8413,Rejected without Interview,506,3.85,3.9,,-0.69,Female,Asian
8481,Withdrew Application After Interview,519,3.87,3.9,,0.79,Female,Asian
8503,Rejected without Interview,503,3.84,3.9,,-0.07,Female,Hispanic
8545,Rejected without Interview,518,3.85,3.9,,0.28,Male,White/Caucasian
8552,Rejected without Interview,514,3.87,3.9,4,-0.73,Male,White/Caucasian
8612,Rejected without Interview,505,3.83,3.9,,-0.18,Female,Hispanic
8644,Rejected without Interview,508,3.96,3.9,,-2.57,Male,White/Caucasian
8679,Rejected without Interview,511,3.9,3.9,,-0.04,Female,White/Caucasian
8706,Rejected without Interview,501,3.87,3.9,4,0.37,Female,White/Caucasian
8733,Rejected without Interview,517,3.9,3.9,,-0.98,Female,White/Caucasian
8813,Withdrew Application After Interview,518,3.82,3.9,,-0.03,Female,Asian
8861,Declined Admissions Offer,516,3.88,3.9,,0.34,Female,Asian
8877,Rejected After Interviewer,511,3.93,3.9,,-1.27,Male,Hispanic
8880,Rejected without Interview,509,3.83,3.9,,0.58,Female,White/Caucasian
9028,Rejected without Interview,504,3.83,3.9,,-1.19,Male,White/Caucasian
9069,Declined Admissions Offer,518,3.89,3.9,,1.58,Female,Unreported
9119,Withdrew Application Before Interview,523,3.9,3.9,,-1.25,Male,Asian
9197,Declined Admissions Offer,513,3.83,3.9,4,0.32,Female,White/Caucasian
9200,Offered Admissions-Matriculated,513,3.91,3.9,,0.18,Female,Asian
9208,Rejected without Interview,519,3.92,3.9,,0.5,Female,Asian
9366,Rejected without Interview,516,3.86,3.9,,-0.04,Female,Unreported
9461,Rejected without Interview,518,3.83,3.9,,0.59,Male,White/Caucasian
9657,Rejected without Interview,510,3.91,3.9,,0.5,Female,Asian
9670,Rejected without Interview,510,3.87,3.9,,-0.37,Female,Asian
9739,Rejected without Interview,,3.94,3.9,,-0.28,Male,White/Caucasian
9766,Rejected without Interview,518,3.88,3.9,,,Male,Asian
9809,Rejected without Interview,504,3.8,3.9,,0.02,Female,White/Caucasian
9856,Offered Admissions-Matriculated,506,3.78,3.9,,0.76,Female,African American
9880,Withdrew Application After Interview,509,3.84,3.9,,0.42,Female,Asian
10016,Withdrew Application After Interview,506,3.96,3.9,,-1.27,Male,Hispanic
10020,Rejected without Interview,510,3.79,3.9,,0.25,Female,Asian
10029,Rejected without Interview,505,3.9,3.9,,1.3,Male,White/Caucasian
10036,Offered Admissions-Matriculated,509,3.87,3.9,,1.59,Female,White/Caucasian
10064,Rejected without Interview,507,3.8,3.9,,-0.07,Female,Unreported
10223,Declined Admissions Offer,513,3.86,3.9,,0.25,Female,Hispanic
10449,Rejected without Interview,500,3.8,3.9,,-0.82,Male,Asian
10535,Rejected without Interview,495,3.81,3.9,,0.12,Female,Asian
10584,Declined Admissions Offer,512,3.88,3.9,,0.36,Female,Asian
10616,Rejected without Interview,491,3.72,3.9,,,Male,African American
10624,Alternate Pool/Waitlist,518,3.89,3.9,,1.41,Male,Unreported
10671,Rejected without Interview,501,3.83,3.9,,0.51,Female,Asian
10761,Declined Admissions Offer,512,3.82,3.9,,0.56,Male,White/Caucasian
10810,Rejected without Interview,512,3.91,3.9,,0.58,Male,Asian
10826,Rejected without Interview,513,3.84,3.9,,0.52,Male,White/Caucasian
10934,Rejected without Interview,503,3.87,3.9,,1.99,Female,Hispanic
11152,Rejected without Interview,510,3.84,3.9,,-0.06,Male,Asian
11257,Rejected without Interview,511,3.82,3.9,,1.18,Male,Unreported
11283,Offered Admissions-Matriculated,513,3.85,3.9,,1.81,Female,White/Caucasian
11420,Rejected without Interview,508,3.81,3.9,,-1.08,Female,White/Caucasian
11546,Rejected without Interview,509,3.87,3.9,,0.03,Male,Asian
11654,Rejected without Interview,516,3.85,3.9,,0.19,Female,White/Caucasian
6201,Withdrew Application After Interview,509,3.72,3.89,,0.08,Female,African American
6203,Withdrew Application After Interview,506,3.79,3.89,,-2.36,Female,Hispanic
6251,Rejected without Interview,503,3.86,3.89,,-1.56,Male,Hispanic
6279,Withdrew Application After Interview,506,3.72,3.89,,0.01,Male,Asian
6312,Rejected without Interview,518,3.89,3.89,,0.73,Female,White/Caucasian
6332,Rejected without Interview,509,3.81,3.89,,0.42,Female,White/Caucasian
6360,Rejected without Interview,510,4,3.89,,-1.54,Male,Asian
6368,Declined Admissions Offer,526,3.84,3.89,,-0.18,Male,Hispanic
6399,Rejected without Interview,499,3.87,3.89,,1.16,Female,Asian
6494,Rejected without Interview,516,3.84,3.89,,0.41,Male,White/Caucasian
6563,Rejected without Interview,510,3.79,3.89,,0.53,Female,Asian
6638,Withdrew Application After Interview,518,3.96,3.89,,1.52,Female,Asian
6777,Rejected without Interview,510,3.93,3.89,,,Female,Asian
6821,Rejected without Interview,509,3.71,3.89,,-0.49,Male,White/Caucasian
6896,Withdrew Application After Interview,510,3.84,3.89,,-1.5,Male,African American
6927,Rejected without Interview,510,3.8,3.89,,0.22,Female,White/Caucasian
6928,Rejected without Interview,504,3.85,3.89,,-0.69,Female,Hispanic
6950,Withdrew Application After Interview,507,3.83,3.89,,0.25,Female,Multiple
6961,Rejected without Interview,515,4,3.89,,-1.56,Male,Asian
7280,Rejected without Interview,510,3.8,3.89,,-1.9,Male,Asian
7345,Withdrew Application After Interview,515,3.74,3.89,,0.29,Female,White/Caucasian
7359,Rejected without Interview,515,3.75,3.89,,0.66,Female,Hispanic
7411,Rejected without Interview,511,3.86,3.89,,0.65,Female,White/Caucasian
7420,Declined Admissions Offer,509,3.85,3.89,,-1.42,Male,Hispanic
7598,Withdrew Application After Interview,506,3.81,3.89,,-0.76,Male,Hispanic
7663,Rejected without Interview,504,3.84,3.89,,0.54,Male,White/Caucasian
7697,Withdrew Application Before Interview,492,3.86,3.89,,,Female,Unreported
7795,Rejected without Interview,514,3.81,3.89,,0.97,Female,Asian
7809,Rejected without Interview,509,3.88,3.89,,-0.51,Male,Asian
7896,Rejected without Interview,501,3.75,3.89,,-1.25,Female,African American
8016,Rejected without Interview,525,3.9,3.89,,0.33,Male,Asian
8034,Rejected without Interview,516,3.92,3.89,,-0.76,Female,White/Caucasian
8094,Rejected without Interview,515,3.83,3.89,,-0.04,Male,Asian
8107,Rejected without Interview,519,4,3.89,,-0.32,Male,Asian
8114,Withdrew Application Before Interview,508,3.84,3.89,,-0.49,Female,White/Caucasian
8266,Rejected without Interview,500,3.87,3.89,,-0.51,Male,Asian
8269,Alternate Pool/Waitlist,506,3.8,3.89,,0.67,Male,Asian
8389,Rejected without Interview,508,3.8,3.89,,0.71,Female,White/Caucasian
8432,Rejected without Interview,511,3.85,3.89,,0.63,Female,White/Caucasian
8479,Rejected without Interview,516,3.83,3.89,,-1.07,Female,African American
8520,Rejected without Interview,511,3.91,3.89,,-0.44,Female,Asian
8521,Rejected without Interview,517,3.93,3.89,,1.3,Female,Asian
