Random Unique Identifier,Admissions Decision,MCAT,GPA_Overall_Sci,Overall GPA,GPA_Grad_Total,Casper Score,Gender/Sex,Race/Ethnicity
5038,Rejected without Interview,499,3.76,3.86,,-0.98,Female,White/Caucasian
5191,Rejected without Interview,503,3.85,3.86,3.86,-0.95,Male,African American
5328,Rejected without Interview,508,3.73,3.86,,1.24,Male,White/Caucasian
5591,Rejected without Interview,510,3.9,3.86,3.94,-2.57,Male,White/Caucasian
5609,Rejected without Interview,514,3.78,3.86,,-1.67,Female,Hispanic
5656,Rejected without Interview,485,3.77,3.86,,0.98,Female,Hispanic
5770,Alternate Pool/Waitlist,504,3.78,3.86,,1.03,Female,White/Caucasian
41,Withdrew Application After Interview,510,3.78,3.85,4,0.21,Female,White/Caucasian
52,Withdrew Application After Interview,507,3.82,3.85,,-1.83,Male,African American
62,Rejected without Interview,500,3.94,3.85,,-3.36,Female,African American
91,Withdrew Application After Interview,502,3.98,3.85,,-0.15,Female,Hispanic
154,Rejected without Interview,506,3.75,3.85,,-0.35,Female,White/Caucasian
214,Rejected without Interview,510,3.78,3.85,,0.75,Female,White/Caucasian
242,Rejected without Interview,505,3.95,3.85,,-0.49,Male,Unreported
273,Declined Admissions Offer,516,3.74,3.85,,0.36,Female,Hispanic
359,Rejected without Interview,515,3.7,3.85,,0.49,Female,White/Caucasian
435,Rejected without Interview,507,3.73,3.85,,0.78,Female,White/Caucasian
639,Withdrew Application After Interview,521,3.93,3.85,,0.11,Female,White/Caucasian
643,Rejected without Interview,518,3.73,3.85,,1.37,Female,Asian
683,Rejected without Interview,510,3.74,3.85,,1.27,Male,White/Caucasian
711,Rejected without Interview,511,3.75,3.85,,0.53,Female,Asian
946,Offered Admissions-Matriculated,510,3.65,3.85,,0.11,Female,White/Caucasian
981,Rejected without Interview,503,3.81,3.85,4,,Male,White/Caucasian
1080,Rejected without Interview,506,3.79,3.85,,-1.06,Male,Multiple
1098,Alternate Pool/Waitlist,511,3.88,3.85,,1.98,Male,White/Caucasian
1265,Rejected without Interview,520,3.43,3.85,,1.46,Female,White/Caucasian
1297,Rejected without Interview,503,3.94,3.85,,-0.23,Male,Hispanic
1300,Rejected without Interview,512,3.78,3.85,,1.46,Female,White/Caucasian
1308,Rejected without Interview,516,3.93,3.85,,-1.9,Male,White/Caucasian
1496,Rejected without Interview,513,3.87,3.85,,0.6,Male,White/Caucasian
1497,Declined Admissions Offer,512,3.77,3.85,,-0.45,Male,Hispanic
1579,Rejected without Interview,508,3.77,3.85,,0.29,Male,Asian
1657,Rejected without Interview,506,3.78,3.85,,-0.9,Male,White/Caucasian
1684,Alternate Pool/Waitlist,504,3.68,3.85,,0.49,Female,Asian
1736,Withdrew Application After Interview,519,3.76,3.85,,1.26,Female,Unreported
1839,Rejected without Interview,510,3.81,3.85,,-0.72,Female,White/Caucasian
1892,Alternate Pool/Waitlist,504,3.78,3.85,,0.84,Female,Asian
2016,Rejected without Interview,,3.78,3.85,,-0.64,Female,White/Caucasian
2090,Rejected without Interview,512,3.75,3.85,,1.5,Male,Multiple
2133,Declined Admissions Offer,515,3.74,3.85,,0.73,Female,White/Caucasian
2316,Rejected without Interview,497,3.85,3.85,,0.93,Male,Asian
2384,Rejected without Interview,512,3.79,3.85,,1.01,Male,Asian
2393,Rejected without Interview,,3.85,3.85,,-0.8,Male,White/Caucasian
2450,Rejected without Interview,503,3.73,3.85,,-0.1,Female,White/Caucasian
2571,Offered Admissions-Matriculated,510,3.87,3.85,,-0.48,Female,Hispanic
2634,Rejected without Interview,502,3.8,3.85,,,Female,Unreported
2664,Rejected without Interview,495,3.8,3.85,,-0.15,Female,White/Caucasian
2706,Alternate Pool/Waitlist,514,3.75,3.85,,-0.36,Female,Asian
2760,Rejected without Interview,510,3.91,3.85,,0.67,Female,White/Caucasian
2790,Withdrew Application After Interview,516,3.8,3.85,,1.66,Male,Asian
2809,Rejected without Interview,507,3.84,3.85,,-2.09,Male,Asian
2826,Rejected without Interview,517,3.79,3.85,3.86,0.56,Male,White/Caucasian
2851,Rejected without Interview,510,3.78,3.85,,0.12,Male,White/Caucasian
3047,Rejected without Interview,507,3.81,3.85,,-1.63,Male,Multiple
3166,Rejected without Interview,503,3.62,3.85,,0.33,Female,White/Caucasian
3210,Rejected without Interview,502,3.78,3.85,,-1.62,Female,African American
3263,Rejected without Interview,517,3.96,3.85,,1.57,Male,White/Caucasian
3359,Withdrew Application Before Interview,508,3.84,3.85,4,-0.87,Male,Hispanic
3493,Offered Admissions-Matriculated,499,3.85,3.85,,-1.56,Male,Hispanic
3523,Rejected without Interview,513,3.78,3.85,,0.29,Male,White/Caucasian
3532,Rejected without Interview,516,3.64,3.85,,-0.02,Female,Asian
3578,Rejected without Interview,511,3.75,3.85,,1.43,Female,Asian
3725,Rejected without Interview,512,3.82,3.85,,0.52,Male,White/Caucasian
3752,Rejected without Interview,503,3.81,3.85,,0.6,Female,Asian
3757,Rejected without Interview,,3.68,3.85,,-1.63,Female,Hispanic
3847,Rejected without Interview,503,3.85,3.85,,-1.33,Male,Asian
3864,Withdrew Application Before Interview,508,3.81,3.85,,-0.48,Male,Asian
4063,Rejected without Interview,506,3.85,3.85,,-1.59,Female,Hispanic
4130,Rejected without Interview,509,3.76,3.85,,-1.38,Female,White/Caucasian
4280,Rejected without Interview,506,3.83,3.85,,-1.84,Male,African American
4317,Rejected without Interview,508,3.74,3.85,,-2.08,Female,Hispanic
4345,Rejected without Interview,513,3.86,3.85,,1.24,Male,Asian
4360,Rejected without Interview,518,3.78,3.85,,-0.25,Female,Unreported
4405,Rejected without Interview,501,3.73,3.85,,1.01,Female,White/Caucasian
4729,Withdrew Application Before Interview,507,3.81,3.85,,0.05,Male,Multiple
4733,Rejected without Interview,,3.77,3.85,,1.37,Female,Asian
4971,Rejected without Interview,493,3.78,3.85,,,Female,Unreported
5085,Rejected without Interview,518,3.82,3.85,,-0.54,Male,Asian
5207,Rejected without Interview,513,3.76,3.85,,-0.53,Male,Hispanic
5265,Declined Admissions Offer,509,3.78,3.85,,1.47,Female,Hispanic
5526,Alternate Pool/Waitlist,513,3.79,3.85,,0.64,Male,Asian
5638,Rejected without Interview,511,3.79,3.85,,,Male,Asian
5692,Rejected without Interview,493,4,3.85,,0.08,Male,Hispanic
5856,Offered Admissions-Matriculated,515,3.8,3.85,,1.18,Male,Asian
5874,Rejected without Interview,501,3.92,3.85,,-0.68,Female,Hispanic
5936,Rejected without Interview,500,3.85,3.85,,,Male,White/Caucasian
6138,Rejected without Interview,491,3.84,3.85,,,Female,Asian
57,Withdrew Application After Interview,505,3.84,3.84,,-1.24,Female,Hispanic
78,Rejected without Interview,513,3.77,3.84,,-1.24,Male,Unreported
81,Rejected without Interview,496,3.75,3.84,4,-0.52,Female,Asian
87,Offered Admissions-Matriculated,511,3.83,3.84,,0.53,Male,Asian
122,Rejected without Interview,508,3.89,3.84,,-2.15,Male,Asian
233,Withdrew Application After Interview,506,3.75,3.84,,0.26,Male,Unreported
243,Offered Admissions-Matriculated,507,3.83,3.84,,0.02,Female,African American
443,Alternate Pool/Waitlist,501,3.76,3.84,,-0.37,Male,Hispanic
445,Rejected without Interview,520,3.94,3.84,4,-1.06,Male,Asian
562,Rejected without Interview,494,3.77,3.84,,-1.83,Male,Hispanic
588,Alternate Pool/Waitlist,515,3.71,3.84,4,-0.81,Male,Asian
625,Rejected without Interview,496,3.63,3.84,,-0.75,Female,Asian
707,Rejected without Interview,509,3.76,3.84,,1.33,Female,White/Caucasian
724,Withdrew Application After Interview,510,3.88,3.84,,-0.15,Male,White/Caucasian
762,Withdrew Application After Interview ,510,3.81,3.84,,0.69,Male,White/Caucasian
845,Rejected without Interview,505,3.87,3.84,,-1.07,Male,White/Caucasian
846,Rejected without Interview,507,3.7,3.84,,-1.57,Male,Asian
851,Rejected without Interview,512,3.8,3.84,,-0.64,Male,White/Caucasian
859,Alternate Pool/Waitlist,513,3.71,3.84,,0.85,Female,Multiple
868,Rejected without Interview,512,3.78,3.84,,-1.65,Female,Asian
887,Rejected without Interview,505,3.85,3.84,,-0.98,Male,Hispanic
903,Offered Admissions-Matriculated,503,4,3.84,,0.28,Male,Asian
1095,Rejected without Interview,507,3.83,3.84,,2.11,Male,Asian
1271,Withdrew Application After Interview,505,3.87,3.84,,-1.41,Male,Hispanic
1313,Declined Admissions Offer,512,3.77,3.84,,0.54,Female,African American
1315,Rejected without Interview,509,3.75,3.84,,0.51,Female,White/Caucasian
1341,Rejected without Interview,509,3.8,3.84,,-0.9,Male,White/Caucasian
1382,Rejected without Interview,503,3.84,3.84,,-0.49,Female,White/Caucasian
1406,Declined Admissions Offer,512,3.74,3.84,,0.8,Male,Asian
1433,Rejected without Interview,517,3.74,3.84,3.56,0.95,Female,White/Caucasian
1460,Rejected without Interview,493,3.71,3.84,4,1.06,Female,Asian
1472,Declined Admissions Offer,512,3.8,3.84,,1,Female,Asian
1597,Rejected without Interview,506,3.81,3.84,3.67,-1.07,Male,Asian
1753,Rejected without Interview,510,3.83,3.84,,0.36,Female,Asian
1761,Rejected without Interview,511,3.88,3.84,4,0.31,Male,Asian
1781,Rejected without Interview,501,4,3.84,,-0.78,Male,White/Caucasian
1793,Rejected without Interview,,3.73,3.84,,-0.05,Male,Asian
1816,Rejected without Interview,515,3.68,3.84,,0.12,Female,Asian
1866,Rejected without Interview,508,3.76,3.84,,-0.47,Male,White/Caucasian
1934,Rejected without Interview,508,3.81,3.84,,-0.65,Female,White/Caucasian
1993,Declined Admissions Offer,519,4,3.84,,-0.67,Male,Asian
2056,Rejected without Interview,512,3.67,3.84,,1.15,Female,Asian
2069,Alternate Pool/Waitlist,505,3.91,3.84,,0.09,Male,Hispanic
2080,Alternate Pool/Waitlist,512,3.73,3.84,,-0.81,Male,Hispanic
2182,Alternate Pool/Waitlist,507,3.85,3.84,,-0.28,Female,Hispanic
2213,Rejected without Interview,,3.71,3.84,,-1.15,Female,Asian
2313,Declined Admissions Offer,522,3.8,3.84,,-0.48,Female,White/Caucasian
2391,Offered Admissions-Matriculated,518,3.78,3.84,,0.78,Male,Asian
2449,Declined Admissions Offer,516,3.85,3.84,,0.54,Female,Hispanic
2457,Rejected without Interview,506,3.71,3.84,,-0.81,Female,White/Caucasian
2468,Rejected without Interview,512,3.61,3.84,4,-0.52,Female,Unreported
2490,Rejected without Interview,509,3.62,3.84,,0.41,Male,Unreported
2532,Rejected without Interview,497,3.7,3.84,,0.6,Female,White/Caucasian
2544,Rejected without Interview,510,3.66,3.84,3.83,,Male,White/Caucasian
2718,Rejected without Interview,507,3.73,3.84,3.6,0.06,Male,White/Caucasian
3091,Withdrew Application After Interview,519,3.94,3.84,,0.57,Male,White/Caucasian
3191,Rejected without Interview,499,3.72,3.84,,1.27,Female,Asian
3370,Offered Admissions-Matriculated,509,3.72,3.84,,1.38,Male,White/Caucasian
3433,Rejected without Interview,516,3.77,3.84,,0.45,Female,Asian
3435,Alternate Pool/Waitlist,503,3.74,3.84,,-0.31,Male,Asian
3471,Rejected without Interview,517,3.89,3.84,,0.17,Male,White/Caucasian
3736,Rejected without Interview,491,3.71,3.84,,0.35,Male,Hispanic
3894,Rejected without Interview,499,3.71,3.84,,-0.46,Female,White/Caucasian
3971,Rejected without Interview,,3.64,3.84,4,0.61,Female,Multiple
3975,Alternate Pool/Waitlist,511,3.76,3.84,,1.02,Male,Asian
4018,Rejected without Interview,498,3.78,3.84,,,Female,Asian
4102,Rejected without Interview,511,3.7,3.84,,-0.34,Male,Multiple
4128,Withdrew Application Before Interview,489,3.8,3.84,,,Female,Asian
4156,Rejected without Interview,514,3.78,3.84,,,Male,Asian
4214,Rejected without Interview,502,3.82,3.84,,0.12,Female,White/Caucasian
4282,Alternate Pool/Waitlist,509,3.8,3.84,,0.69,Male,White/Caucasian
4288,Alternate Pool/Waitlist,514,3.79,3.84,,-0.44,Male,White/Caucasian
4323,Withdrew Application Before Interview,517,3.8,3.84,,1.22,Female,White/Caucasian
4552,Rejected without Interview,505,3.59,3.84,,0.85,Female,Asian
4613,Declined Admissions Offer,505,3.77,3.84,,-0.94,Male,African American
4633,Rejected without Interview,512,3.71,3.84,,0.76,Female,Asian
4681,Rejected without Interview,509,3.75,3.84,,-0.2,Male,Asian
4777,Rejected without Interview,499,3.65,3.84,,1,Male,White/Caucasian
4825,Rejected without Interview,507,3.73,3.84,,0.3,Male,Multiple
4838,Rejected without Interview,488,3.73,3.84,,-0.06,Female,Hispanic
4841,Rejected without Interview,507,3.77,3.84,,-1.05,Male,White/Caucasian
4879,Rejected without Interview,489,3.79,3.84,,0.05,Male,Hispanic
4945,Declined Admissions Offer,512,3.8,3.84,3.67,0.28,Female,Hispanic
4950,Rejected without Interview,496,3.78,3.84,,0.95,Female,White/Caucasian
5084,Rejected without Interview,505,3.73,3.84,,-0.46,Female,Asian
5238,Rejected without Interview,523,3.8,3.84,4,-0.57,Male,White/Caucasian
5500,Rejected without Interview,493,3.73,3.84,,0.2,Female,White/Caucasian
5504,Rejected without Interview,512,3.73,3.84,,0.81,Female,Asian
5668,Rejected without Interview,497,3.66,3.84,,-0.94,Male,Hispanic
5726,Rejected without Interview,503,3.76,3.84,,0.52,Female,White/Caucasian
5728,Rejected without Interview,503,3.78,3.84,,1.03,Female,White/Caucasian
5860,Rejected without Interview,517,3.74,3.84,,,Male,Hispanic
5952,Rejected without Interview,505,3.73,3.84,,-1.36,Male,White/Caucasian
6178,Rejected without Interview,510,3.8,3.84,,-0.98,Female,Asian
6200,Rejected without Interview,502,3.78,3.84,,,Male,International
80,Rejected without Interview,515,3.8,3.83,,-0.27,Male,Asian
188,Rejected without Interview,502,3.81,3.83,,-1.39,Male,Hispanic
246,Declined Admissions Offer,515,3.79,3.83,,1.37,Male,Asian
350,Rejected without Interview,504,3.75,3.83,,0.61,Male,Asian
425,Rejected without Interview,506,3.65,3.83,,-1.07,Female,Multiple
434,Withdrew Application After Interview,505,3.73,3.83,,-1.33,Male,White/Caucasian
511,Alternate Pool/Waitlist,511,3.78,3.83,,-0.57,Male,Asian
512,Offered Admissions-Matriculated,519,3.75,3.83,,0.61,Male,Asian
558,Alternate Pool/Waitlist,510,3.71,3.83,,-0.31,Female,Asian
590,Offered Admissions-Matriculated,509,3.74,3.83,,0.83,Male,White/Caucasian
602,Withdrew Application After Interview,517,3.79,3.83,,-0.07,Female,White/Caucasian
619,Declined Admissions Offer,520,3.7,3.83,,1.45,Male,Asian
689,Rejected without Interview,518,3.71,3.83,,-0.44,Male,White/Caucasian
761,Alternate Pool/Waitlist,509,3.67,3.83,,-0.19,Male,White/Caucasian
771,Alternate Pool/Waitlist,512,3.75,3.83,,-0.68,Male,Asian
782,Rejected without Interview,504,3.8,3.83,,-1.4,Female,Asian
788,Rejected without Interview,508,3.61,3.83,,-1.54,Female,Hispanic
810,Rejected without Interview,501,3.66,3.83,,0.44,Female,Hispanic
814,Withdrew Application After Interview,503,3.56,3.83,,0.59,Female,African American
843,Rejected without Interview,513,3.63,3.83,4,-1.11,Female,Asian
1103,Alternate Pool/Waitlist,505,3.92,3.83,4,-0.44,Female,Asian
1124,Rejected without Interview,508,3.77,3.83,4,-1.74,Male,Asian
1132,Rejected without Interview,497,3.72,3.83,,0.21,Female,White/Caucasian
1207,Offered Admissions-Matriculated,519,3.85,3.83,,0.61,Male,Asian
1247,Rejected without Interview,513,3.85,3.83,,-2.29,Male,White/Caucasian
1365,Declined Admissions Offer,509,3.68,3.83,,0.27,Male,Asian
1386,Rejected without Interview,496,3.79,3.83,,,Female,Hispanic
1407,Rejected without Interview,505,3.7,3.83,,-0.57,Male,White/Caucasian
1453,Rejected without Interview,515,3.7,3.83,,-1.1,Male,White/Caucasian
1459,Rejected without Interview,511,3.89,3.83,,-2.01,Male,White/Caucasian
1493,Rejected without Interview,511,3.72,3.83,,0.03,Female,Asian
1546,Rejected without Interview,498,3.88,3.83,,0.24,Female,White/Caucasian
1567,Rejected without Interview,520,3.81,3.83,,0.36,Male,White/Caucasian
1590,Rejected without Interview,506,3.76,3.83,,0.26,Male,Unreported
1628,Rejected without Interview,511,3.66,3.83,,0.33,Female,White/Caucasian
1756,Rejected without Interview,506,3.83,3.83,,0.08,Female,Asian
1834,Rejected without Interview,503,3.71,3.83,,0.61,Male,White/Caucasian
1837,Rejected without Interview,515,3.79,3.83,,-1.38,Male,White/Caucasian
1844,Rejected without Interview,515,3.66,3.83,,0.88,Male,Asian
1848,Rejected without Interview,515,3.73,3.83,,1.59,Male,Asian
1950,Withdrew Application After Interview,510,3.83,3.83,,-0.2,Male,Unreported
1992,Rejected without Interview,508,3.72,3.83,,0.81,Male,White/Caucasian
2037,Declined Admissions Offer,512,3.86,3.83,,1.25,Male,Hispanic
2093,Rejected without Interview,,3.78,3.83,,,Female,African American
2219,Withdrew Application Before Interview,,3.78,3.83,,-0.57,Male,White/Caucasian
2340,Rejected without Interview,513,3.73,3.83,,0.76,Male,Asian
2396,Rejected without Interview,501,3.72,3.83,,-1.73,Male,Multiple
2499,Offered Admissions-Matriculated,511,3.86,3.83,,0.75,Male,White/Caucasian
2536,Withdrew Application After Interview,504,3.76,3.83,,-0.37,Female,African American
2551,Offered Admissions-Matriculated,510,3.76,3.83,,-0.66,Male,Asian
2552,Rejected without Interview,515,3.6,3.83,,1.46,Male,Asian
2719,Rejected without Interview,503,3.51,3.83,,-1.31,Male,White/Caucasian
2799,Rejected without Interview,522,3.82,3.83,,-0.37,Male,Unreported
2830,Rejected without Interview,495,3.73,3.83,,-2.64,Female,White/Caucasian
2878,Rejected without Interview,518,3.75,3.83,,-0.1,Female,Asian
2936,Rejected without Interview,511,3.75,3.83,,-1.4,Female,Asian
3149,Rejected without Interview,490,3.74,3.83,,-1.11,Female,White/Caucasian
3250,Rejected without Interview,491,3.88,3.83,,-2.56,Female,Asian
3280,Rejected without Interview,512,3.68,3.83,,-0.02,Female,White/Caucasian
3318,Rejected without Interview,507,3.81,3.83,,-0.88,Male,White/Caucasian
3443,Rejected without Interview,511,3.74,3.83,,1.99,Female,White/Caucasian
3452,Rejected without Interview,519,3.77,3.83,,0.45,Male,White/Caucasian
3538,Rejected without Interview,512,3.77,3.83,,0.73,Male,White/Caucasian
3580,Rejected without Interview,517,3.55,3.83,,1.12,Female,Asian
3591,Rejected without Interview,510,3.68,3.83,,0.24,Female,White/Caucasian
3611,Alternate Pool/Waitlist,510,3.76,3.83,,1.33,Female,White/Caucasian
3707,Rejected without Interview,502,3.84,3.83,,-2.17,Male,African American
3793,Rejected without Interview,517,3.73,3.83,,-0.05,Male,White/Caucasian
3852,Rejected without Interview,516,3.67,3.83,,-1.65,Female,White/Caucasian
3956,Withdrew Application After Interview,516,3.95,3.83,,0.97,Female,White/Caucasian
4055,Rejected without Interview,517,3.83,3.83,,0.64,Female,White/Caucasian
4081,Rejected without Interview,509,3.64,3.83,,1.25,Female,Asian
4263,Rejected without Interview,501,3.66,3.83,,0.23,Female,African American
4287,Rejected without Interview,503,3.73,3.83,,-0.59,Female,Hispanic
4390,Rejected without Interview,505,3.74,3.83,,0,Female,White/Caucasian
4393,Rejected without Interview,499,3.72,3.83,,-0.23,Female,White/Caucasian
4451,Rejected without Interview,507,3.85,3.83,,0.54,Female,Asian
4523,Rejected without Interview,490,3.73,3.83,,-0.65,Male,White/Caucasian
4566,Rejected without Interview,501,3.76,3.83,,-0.38,Male,Asian
4711,Rejected without Interview,522,3.79,3.83,,1.19,Male,White/Caucasian
4716,Rejected without Interview,504,3.77,3.83,4,-1.49,Male,Hispanic
4792,Rejected without Interview,503,3.71,3.83,,-1.06,Female,Unreported
5047,Rejected without Interview,498,3.86,3.83,,-2.25,Female,White/Caucasian
5050,Rejected without Interview,496,3.86,3.83,,0.73,Female,Asian
5059,Rejected without Interview,503,3.76,3.83,,-0.11,Female,African American
5142,Rejected without Interview,512,3.87,3.83,,-0.9,Male,White/Caucasian
5150,Rejected without Interview,,3.62,3.83,,,Female,White/Caucasian
5228,Rejected without Interview,517,3.74,3.83,,-0.18,Male,Asian
5290,Rejected without Interview,496,3.86,3.83,4,-1.83,Male,Hispanic
5670,Rejected without Interview,520,3.72,3.83,,-0.43,Male,Hispanic
5684,Alternate Pool/Waitlist,509,3.63,3.83,3.9,0.47,Female,White/Caucasian
5715,Rejected without Interview,497,3.93,3.83,3.64,-0.61,Male,African American
5803,Withdrew Application After Interview,506,3.77,3.83,,-0.35,Male,Asian
5854,Alternate Pool/Waitlist,502,3.74,3.83,,-0.35,Male,African American
5887,Rejected without Interview,490,3.75,3.83,,-1.41,Female,White/Caucasian
6160,Rejected without Interview,516,3.71,3.83,,-0.69,Male,White/Caucasian
6180,Rejected without Interview,,3.73,3.83,,,Female,International
63,Withdrew Application After Interview,503,3.8,3.82,,-2.09,Female,Hispanic
112,Rejected without Interview,511,3.79,3.82,,-0.57,Male,White/Caucasian
153,Rejected without Interview,501,3.67,3.82,,1.12,Male,Asian
159,Withdrew Application After Interview,517,3.71,3.82,,0.42,Female,Asian
162,Declined Admissions Offer,510,3.87,3.82,3.4,-0.15,Male,Hispanic
167,Alternate Pool/Waitlist,512,3.93,3.82,,-0.44,Male,Multiple
282,Rejected without Interview,513,3.58,3.82,,0.67,Female,White/Caucasian
417,Alternate Pool/Waitlist,505,3.75,3.82,,0.04,Female,Asian
453,Offered Admissions-Matriculated,508,3.83,3.82,,-0.73,Female,White/Caucasian
501,Declined Admissions Offer,510,3.77,3.82,,0.02,Female,Hispanic
535,Rejected without Interview,505,3.73,3.82,,0.04,Female,Asian
580,Rejected without Interview,509,3.7,3.82,,0.52,Female,White/Caucasian
592,Rejected without Interview,512,3.74,3.82,,-0.4,Male,Asian
698,Rejected without Interview,508,3.74,3.82,,-0.44,Female,Asian
728,Rejected without Interview,516,3.74,3.82,,0.19,Male,White/Caucasian
758,Rejected without Interview,509,3.82,3.82,,-1.55,Male,Hispanic
832,Withdrew Application After Interview,519,3.73,3.82,,-0.31,Female,Asian
936,Offered Admissions-Matriculated,514,3.83,3.82,,1.39,Male,White/Caucasian
999,Rejected without Interview,511,3.78,3.82,,0.12,Female,White/Caucasian
1189,Alternate Pool/Waitlist,515,3.8,3.82,,-0.7,Male,Unreported
1267,Rejected without Interview,519,3.79,3.82,,-1.62,Male,Asian
1332,Withdrew Application After Interview,504,3.67,3.82,,0.44,Male,White/Caucasian
1411,Withdrew Application After Interview,522,3.73,3.82,,1.15,Female,Asian
1458,Rejected without Interview,511,3.78,3.82,,0.89,Female,White/Caucasian
1483,Rejected without Interview,514,3.67,3.82,,1.33,Male,Asian
1551,Rejected without Interview,,3.69,3.82,,0.4,Female,Unreported
1585,Rejected without Interview,505,3.83,3.82,,-0.03,Female,White/Caucasian
1607,Offered Admissions-Matriculated,512,3.85,3.82,,1.08,Female,White/Caucasian
1612,Rejected without Interview,506,3.73,3.82,4,-0.71,Female,Asian
1659,Rejected without Interview,504,4,3.82,3.59,1.5,Female,White/Caucasian
1794,Rejected without Interview,513,3.71,3.82,,0.78,Female,White/Caucasian
1833,Rejected without Interview,520,3.68,3.82,,-0.17,Male,White/Caucasian
1861,Rejected without Interview,515,3.77,3.82,,,Male,White/Caucasian
1862,Rejected without Interview,511,3.91,3.82,,-1.99,Male,Asian
2024,Rejected without Interview,500,3.75,3.82,,1.08,Male,Unreported
2152,Rejected without Interview,511,3.82,3.82,,-1.55,Male,Asian
2176,Rejected without Interview,514,3.82,3.82,,-0.34,Male,Asian
2234,Rejected without Interview,507,3.81,3.82,,0.12,Female,White/Caucasian
2238,Rejected without Interview,501,3.73,3.82,,0.18,Female,Asian
2329,Rejected without Interview,489,3.61,3.82,,,Female,Asian
2342,Rejected without Interview,514,3.71,3.82,,,Female,Multiple
2346,Offered Admissions-Matriculated,503,3.71,3.82,,-0.48,Male,Hawaiian/Pacific Islander
2394,Rejected without Interview,513,3.68,3.82,,0.14,Female,Asian
2431,Declined Admissions Offer,513,4,3.82,,0.42,Male,Hispanic
2629,Rejected without Interview,517,3.77,3.82,,-0.27,Female,Asian
2636,Rejected without Interview,516,3.8,3.82,,-0.25,Male,White/Caucasian
2674,Rejected without Interview,517,3.76,3.82,,-1.25,Male,White/Caucasian
2750,Rejected without Interview,501,3.66,3.82,,0.76,Female,Asian
2814,Rejected without Interview,503,3.73,3.82,,0.49,Male,Asian
2841,Withdrew Application After Interview,508,3.75,3.82,,1.02,Male,White/Caucasian
2946,Rejected without Interview,522,3.82,3.82,,1.42,Male,Asian
2947,Rejected without Interview,509,4,3.82,,-0.8,Female,Hispanic
2980,Rejected without Interview,,3.77,3.82,,-0.67,Male,White/Caucasian
3146,Rejected without Interview,517,3.61,3.82,,0.83,Female,White/Caucasian
3235,Rejected without Interview,503,3.76,3.82,,-0.71,Female,Hispanic
3253,Rejected without Interview,511,3.77,3.82,,-0.15,Male,White/Caucasian
3305,Rejected without Interview,502,3.74,3.82,,0.36,Male,Asian
3391,Rejected without Interview,517,3.55,3.82,,0.35,Female,Asian
3438,Withdrew Application After Interview,519,3.76,3.82,,0.27,Male,Asian
3467,Rejected without Interview,508,3.65,3.82,,-0.25,Female,Hispanic
3498,Offered Admissions-Matriculated,509,3.68,3.82,,1.93,Female,Asian
3545,Rejected without Interview,509,3.67,3.82,,-0.6,Female,Asian
3560,Rejected without Interview,517,3.71,3.82,,1.35,Female,Unreported
3610,Rejected without Interview,496,3.73,3.82,,0.34,Female,Hispanic
3681,Offered Admissions-Matriculated,505,3.63,3.82,3.93,0.91,Female,Hispanic
3763,Withdrew Application Before Interview,522,3.88,3.82,,-0.26,Female,Asian
3857,Rejected without Interview,510,3.76,3.82,,0.09,Male,Asian
3911,Rejected without Interview,506,3.71,3.82,,0.91,Female,White/Caucasian
3929,Rejected without Interview,509,3.75,3.82,,-0.07,Male,White/Caucasian
4031,Offered Admissions-Matriculated,499,3.75,3.82,,-0.65,Male,Hispanic
4056,Rejected without Interview,504,3.78,3.82,4,-1.38,Male,Hispanic
4157,Rejected without Interview,516,3.85,3.82,,1.38,Male,White/Caucasian
4174,Rejected without Interview,508,3.76,3.82,4,0.84,Male,White/Caucasian
4224,Alternate Pool/Waitlist,508,3.75,3.82,,-0.16,Male,Asian
4231,Offered Admissions-Matriculated,508,3.78,3.82,,1.9,Female,Hispanic
4337,Rejected without Interview,514,3.71,3.82,,-0.9,Male,White/Caucasian
4378,Rejected without Interview,508,3.5,3.82,,1.58,Female,Multiple
4505,Rejected without Interview,515,3.67,3.82,,,Female,Unreported
4687,Rejected without Interview,515,3.66,3.82,,0.75,Female,Asian
4793,Offered Admissions-Matriculated,514,3.63,3.82,,0.09,Male,White/Caucasian
4877,Rejected without Interview,498,3.69,3.82,,0.73,Female,African American
4925,Offered Admissions-Matriculated,504,3.71,3.82,,0.75,Female,Asian
5079,Declined Admissions Offer,507,3.7,3.82,,-0.44,Female,African American
5122,Rejected without Interview,490,3.7,3.82,,-0.46,Female,Hispanic
5260,Offered Admissions-Matriculated,512,3.7,3.82,,0.97,Female,Asian
5295,Alternate Pool/Waitlist,504,3.77,3.82,,-0.24,Female,African American
5353,Rejected without Interview,503,3.81,3.82,3.89,0.66,Male,Asian
5376,Rejected without Interview,495,3.76,3.82,,0.43,Female,White/Caucasian
5706,Rejected without Interview,494,3.82,3.82,,-0.53,Male,Hispanic
5779,Rejected without Interview,493,3.75,3.82,3.93,-1.2,Female,African American
5866,Rejected without Interview,517,3.68,3.82,,0.37,Male,White/Caucasian
5962,Rejected without Interview,511,3.94,3.82,,-1.7,Female,African American
6034,Rejected without Interview,494,3.89,3.82,,,Female,Asian
59,Rejected without Interview,510,3.65,3.81,,-2.13,Male,Asian
94,Rejected without Interview,510,3.77,3.81,,0.19,Female,Asian
