Entry Year,Gender,Ethnicity,Overall GPA,Overall Science GPA,MCAT Highest,Final Status
2021,Female,White/Caucasian,3.3,2.98,506,RB
2021,Male,Asian,3.81,3.65,510,RB
2021,Female,White/Caucasian,3.81,3.73,499,RB
2021,Female,African American,3.79,3.66,501,RB
2021,Male,White/Caucasian,3.66,3.4,508,RB
2021,Female,White/Caucasian,3.95,3.98,507,RB
2021,Female,White/Caucasian,3.22,3.11,490,RB
2021,Male,Asian,3.99,3.99,508,RB
2021,Female,Asian,3.95,3.94,524,RB
2021,Female,Hispanic,3.15,2.75,492,RB
2021,Male,Asian,3.86,3.86,513,RB
2021,Male,White/Caucasian,3.01,2.89,498,RB
2021,Male,White/Caucasian,3.61,3.63,510,RB
2021,Male,Asian,3.19,2.93,511,RB
2021,Female,Asian,3.71,3.62,505,RB
2021,Female,White/Caucasian,3.99,4,511,RB
2021,Female,White/Caucasian,3.78,3.7,503,RB
2021,Female,Asian,3.75,3.79,507,RB
2021,Male,Multiple,3.68,3.76,506,RB
2021,Male,Asian,3.45,3.24,507,RB
2021,Female,African American,3.82,3.7,507,RB
2021,Female,Unreported,3.86,3.69,505,RB
2021,Male,Asian,3.96,4,508,RB
2021,Female,Asian,3.95,3.9,499,RB
2021,Female,White/Caucasian,3.64,3.58,503,RB
2021,Male,Asian,3.75,3.69,507,RB
2021,Female,African American,3.67,3.53,500,RB
2021,Male,White/Caucasian,3.77,3.66,505,RB
2021,Male,Asian,3.84,3.89,508,RB
2021,Male,African American,3.23,2.95,486,RB
2021,Male,White/Caucasian,3.91,3.89,511,RB
2021,Male,White/Caucasian,3.98,4,510,RB
2021,Male,Hispanic,3.37,3.02,506,RB
2021,Male,White/Caucasian,3.9,3.87,513,RB
2021,Female,White/Caucasian,3.45,3.29,490,RB
2021,Female,White/Caucasian,3.9,3.93,520,RB
2021,Female,White/Caucasian,3.52,3.47,500,RB
2021,Male,White/Caucasian,3.95,4,511,RB
2021,Female,Hispanic,3.9,3.9,503,RB
2021,Female,Asian,3.69,3.62,516,RB
2021,Male,African American,3.53,3.41,482,RB
2021,Female,Hispanic,3.51,3.35,487,RB
2021,Female,Asian,3.7,3.51,512,RB
2021,Male,Asian,3.36,3.12,502,RB
2021,Male,White/Caucasian,3.84,3.73,507,RB
2021,Male,Asian,3.71,3.5,512,RB
2021,Male,White/Caucasian,4,4,517,RB
2021,Female,White/Caucasian,3.66,3.4,501,RB
2021,Male,Hispanic,3.94,3.91,508,RB
2021,Male,White/Caucasian,3.48,3.59,514,RB
2021,Female,Hispanic,3.81,3.73,495,RB
2021,Male,White/Caucasian,3.39,3.26,,RB
2021,Female,Asian,3.47,3.13,507,RB
2021,Male,Asian,3.98,4,511,RB
2021,Male,White/Caucasian,3.93,4,508,RB
2021,Male,White/Caucasian,3.51,3.77,515,RB
2021,Female,White/Caucasian,3.86,3.88,499,RB
2021,Male,White/Caucasian,3.97,3.94,518,RB
2021,Female,White/Caucasian,3.95,3.95,500,RB
2021,Male,Asian,3.44,3.4,514,RB
2021,Male,Asian,3.35,3.16,508,RB
2021,Female,White/Caucasian,3.63,3.49,501,RB
2021,Female,Asian,3.97,4,505,RB
2021,Female,White/Caucasian,3.65,3.36,506,RB
2021,Female,White/Caucasian,3.94,3.85,506,RB
2021,Male,Asian,3.25,3.37,513,RB
2021,Male,White/Caucasian,3.55,3.49,508,RB
2021,Female,White/Caucasian,2.53,2.58,485,RB
2021,Female,Hispanic,3.96,3.97,501,RB
2021,Male,White/Caucasian,3.75,3.85,516,RB
2021,Female,Asian,3.84,3.72,499,RB
2021,Male,Hispanic,3.7,3.65,511,RB
2021,Male,Hispanic,3.83,3.86,512,RB
2021,Male,Asian,3.91,3.98,518,RB
2021,Male,White/Caucasian,3.9,3.77,509,RB
2021,Male,Hispanic,3.86,3.79,503,RB
2021,Female,White/Caucasian,3.97,3.97,509,RB
2021,Female,Asian,3.47,3.44,501,RB
2021,Male,White/Caucasian,3.19,3.04,500,RB
2021,Male,White/Caucasian,3.77,3.7,508,RB
2021,Female,White/Caucasian,3.93,3.91,509,RB
2021,Male,Asian,3.75,3.69,507,RB
2021,Female,Asian,3.72,3.51,481,RB
2021,Male,White/Caucasian,3.75,3.77,515,RB
2021,Male,Hispanic,3.25,3.11,490,RB
2021,Male,White/Caucasian,3.72,3.63,512,RB
2021,Male,White/Caucasian,3.66,3.73,511,RB
2021,Female,White/Caucasian,3.6,3.41,507,RB
2021,Female,Asian,3.81,3.65,509,RB
2021,Male,White/Caucasian,3.24,3.1,513,RB
2021,Female,Hispanic,3.78,3.67,500,RB
2021,Male,Hispanic,3.62,3.58,509,RB
2021,Female,Asian,3.93,3.93,511,RB
2021,Female,Asian,3.93,3.97,509,RB
2021,Female,Asian,3.94,3.96,512,RB
2021,Female,White/Caucasian,3.19,3.62,505,RB
2021,Female,Asian,3.69,3.62,511,RB
2021,Male,Asian,3.89,3.97,514,RB
2021,Male,Asian,3.67,3.59,516,RB
2021,Male,White/Caucasian,4,4,513,RB
2021,Male,Asian,3.1,2.73,513,RB
2021,Male,Asian,3.67,3.54,517,RB
2021,Male,Asian,3.78,3.67,516,RB
2021,Male,Asian,3.83,3.73,513,RB
2021,Female,White/Caucasian,3.45,3.1,509,RB
2021,Female,African American,3.16,2.84,493,RB
2021,Male,White/Caucasian,3.76,3.71,497,RB
2021,Female,Hispanic,3.89,3.83,507,RB
2021,Male,White/Caucasian,3.89,3.82,508,RB
2021,Male,White/Caucasian,3.9,3.88,510,RB
2021,Female,White/Caucasian,3.8,3.73,506,RB
2021,Female,African American,3.45,3.28,502,RB
2021,Male,Asian,3.75,3.73,508,RB
2021,Male,White/Caucasian,3.8,3.77,506,RB
2021,Female,Asian,3.55,4,512,RB
2021,Female,African American,3.29,3.11,496,RB
2021,Male,Hispanic,3.12,3.61,519,RB
2021,Female,White/Caucasian,3.62,3.31,514,RB
2021,Female,Asian,3.64,3.46,508,RB
2021,Female,White/Caucasian,3.43,3.23,503,RB
2021,Female,White/Caucasian,3.64,3.68,498,RB
2021,Male,Unreported,3.32,3.12,511,RB
2021,Female,African American,3.17,2.89,482,RB
2021,Female,White/Caucasian,3.77,3.75,508,RB
2021,Male,White/Caucasian,3.8,3.67,495,RB
2021,Male,Hispanic,3.78,3.76,514,RB
2021,Female,Asian,3.88,3.78,510,RB
2021,Female,Asian,3.84,3.73,505,RB
2021,Male,White/Caucasian,4,4,518,RB
2021,Female,White/Caucasian,3.72,3.45,510,RB
2021,Female,White/Caucasian,3.67,3.48,497,RB
2021,Male,White/Caucasian,2.97,3.27,509,RB
2021,Female,Asian,3.62,3.49,514,RB
2021,Male,Unreported,3.62,3.4,505,RB
2021,Female,African American,3.23,2.92,502,RB
2021,Male,Asian,3.76,3.49,516,RB
2021,Female,African American,3.37,3.16,504,RB
2021,Male,White/Caucasian,3.5,3.39,509,RB
2021,Male,White/Caucasian,3.32,3.52,509,RB
2021,Female,White/Caucasian,3.81,3.84,508,RB
2021,Female,Asian,3.02,2.82,513,RB
2021,Male,Asian,3.32,3.15,507,RB
2021,Male,Asian,3.88,4,513,RB
2021,Male,White/Caucasian,3.76,3.81,513,RB
2021,Male,Asian,3.33,3.45,510,RB
2021,Male,White/Caucasian,3.45,3.1,498,RB
2021,Male,Hispanic,3.42,3.4,507,RB
2021,Male,White/Caucasian,3.74,3.69,510,RB
2021,Male,White/Caucasian,3.51,3.39,511,RB
2021,Female,Asian,3.68,3.63,503,RB
2021,Female,White/Caucasian,3.81,3.78,505,RB
2021,Male,Asian,3.65,3.41,509,RB
2021,Female,White/Caucasian,3.14,3.3,506,RB
2021,Female,Asian,3.61,3.49,511,RB
2021,Female,White/Caucasian,3.69,3.53,513,RB
2021,Female,White/Caucasian,3.84,3.76,509,RB
2021,Female,White/Caucasian,3.77,3.73,508,RB
2021,Male,White/Caucasian,3.24,2.86,496,RB
2021,Male,Hispanic,3.61,3.42,503,RB
2021,Male,White/Caucasian,3.4,3.33,510,RB
2021,Female,White/Caucasian,3.51,3.21,509,RB
2021,Male,White/Caucasian,3.43,3.19,505,RB
2021,Female,White/Caucasian,3.74,3.49,507,RB
2021,Female,Hispanic,3.38,3.13,486,RB
2021,Female,African American,3.41,3.12,503,RB
2021,Female,White/Caucasian,3.66,3.48,501,RB
2021,Female,White/Caucasian,3.58,3.39,510,RB
2021,Male,Asian,3.95,4,510,RB
2021,Female,African American,3.71,3.62,492,RB
2021,Male,Asian,3.84,3.76,511,RB
2021,Female,White/Caucasian,3.56,3.17,502,RB
2021,Female,Asian,3.09,2.61,503,RB
2021,Male,Asian,3.84,3.83,507,RB
2021,Male,White/Caucasian,3.64,3.44,513,RB
2021,Female,Hispanic,3.39,3.24,498,RB
2021,Male,Hispanic,3.44,3.29,499,RB
2021,Female,Asian,3.96,3.91,502,RB
2021,Female,African American,2.71,2.48,486,RB
2021,Female,African American,3.33,3.11,510,RB
2021,Male,White/Caucasian,3.95,3.98,517,RB
2021,Male,Asian,3.72,3.7,519,RB
2021,Female,Asian,3.52,3.21,501,RB
2021,Male,White/Caucasian,3.18,3,511,RB
2021,Female,White/Caucasian,3.93,3.92,515,RB
2021,Female,White/Caucasian,3.68,3.49,510,RB
2021,Male,Asian,3.8,3.78,512,RB
2021,Female,White/Caucasian,3.46,3.55,506,RB
2021,Male,White/Caucasian,3.81,3.69,507,RB
2021,Female,Hispanic,3.34,3.13,504,RB
2021,Female,Multiple,3.61,3.42,505,RB
2021,Female,White/Caucasian,3.38,3.09,506,RB
2021,Female,Asian,3.51,3.46,507,RB
2021,Female,White/Caucasian,3.3,3.04,500,RB
2021,Female,African American,4,4,495,RB
2021,Male,White/Caucasian,3.99,3.99,513,RB
2021,Female,Asian,3.88,3.84,517,RB
2021,Female,White/Caucasian,3.72,3.64,506,RB
2021,Female,African American,3.52,3.07,506,RB
2021,Female,Multiple,3.83,3.65,506,RB
2021,Female,White/Caucasian,3.57,3.29,509,RB
2021,Female,White/Caucasian,3.68,3.6,496,RB
2021,Male,Multiple,3.9,3.85,505,RB
2021,Female,White/Caucasian,3.64,3.08,492,RB
2021,Female,Asian,3.78,3.8,507,RB
2021,Female,Asian,3.65,3.36,501,RB
2021,Male,Hispanic,2.84,2.82,500,RB
2021,Female,White/Caucasian,3.67,3.53,506,RB
2021,Female,White/Caucasian,3.93,3.86,509,RB
2021,Female,Asian,3.62,3.44,501,RB
2021,Female,Hispanic,3.31,3.13,509,RB
2021,Male,Asian,3.81,3.64,514,RB
2021,Female,Asian,4,4,520,RB
2021,Female,White/Caucasian,3.49,3.37,503,RB
2021,Female,White/Caucasian,3.85,3.62,503,RB
2021,Female,White/Caucasian,3.66,3.71,501,RB
2021,Male,White/Caucasian,3.31,3.41,508,RB
2021,Female,African American,3.47,3.09,501,RB
2021,Male,Asian,3.99,3.97,514,RB
2021,Male,African American,3.56,3.47,504,RB
2021,Female,White/Caucasian,3.43,3.18,493,RB
2021,Male,Asian,3.96,3.94,514,RB
2021,Male,Asian,3.38,3.34,515,RB
2021,Female,Asian,3.75,3.54,504,RB
2021,Male,White/Caucasian,4,4,504,RB
2021,Female,White/Caucasian,3.9,3.84,512,RB
2021,Male,Asian,3.49,3.18,501,RB
2021,Female,Hispanic,3.23,3.02,502,RB
2021,Male,Unreported,3.9,3.86,514,RB
2021,Male,White/Caucasian,3.48,3.35,516,RB
2021,Male,Asian,3.49,3.28,516,RB
2021,Male,Hispanic,3.27,2.89,501,RB
2021,Female,Hispanic,3.26,3.07,504,RB
2021,Male,White/Caucasian,3.41,3.23,506,RB
2021,Female,Hispanic,3.8,3.71,495,RB
2021,Female,White/Caucasian,3.86,3.84,507,RB
2021,Male,Asian,3.86,3.8,514,RB
2021,Female,Asian,3.74,3.72,512,RB
2021,Male,Asian,3.65,3.54,514,RB
2021,Female,White/Caucasian,3.18,2.98,508,RB
2021,Female,Asian,3.38,2.87,492,RB
2021,Male,White/Caucasian,3.88,3.82,511,RB
2021,Female,White/Caucasian,3.94,3.93,506,RB
2021,Male,Hispanic,3.36,3.24,491,RB
2021,Female,White/Caucasian,4,4,506,RB
2021,Female,Asian,3.73,3.65,504,RB
2021,Female,Asian,3.91,3.9,502,RB
2021,Male,African American,3.77,3.67,495,RB
2021,Female,Hispanic,3.56,3.29,506,RB
2021,Male,White/Caucasian,3.8,3.89,513,RB
2021,Female,Asian,3.21,2.68,510,RB
2021,Male,White/Caucasian,3.36,3.44,509,RB
2021,Female,African American,2.81,2.79,488,RB
2021,Male,Hispanic,3.54,3.39,500,RB
2021,Male,Asian,3.84,3.83,511,RB
2021,Male,Asian,3.54,3.24,512,RB
2021,Female,Hispanic,3.95,4,492,RB
2021,Male,White/Caucasian,2.88,2.7,505,RB
2021,Male,White/Caucasian,3.56,3.47,513,RB
2021,Female,Hispanic,3.74,3.61,504,RB
2021,Female,Asian,3.67,3.69,507,RB
2021,Male,Hispanic,3.29,3.11,504,RB
2021,Male,Hispanic,3.44,3.43,504,RB
2021,Female,Hispanic,3.95,4,505,RB
2021,Female,American Indian,3.66,3.63,495,RB
2021,Female,Asian,3.97,4,510,RB
2021,Female,Hispanic,3.98,3.98,503,RB
2021,Male,White/Caucasian,3.75,3.69,511,RB
2021,Female,White/Caucasian,3.73,3.68,513,RB
2021,Male,Hispanic,3.32,3.08,499,RB
2021,Male,Asian,3.8,3.66,513,RB
2021,Female,White/Caucasian,3.66,3.45,506,RB
2021,Male,White/Caucasian,3.86,3.82,506,RB
2021,Male,Asian,0,0,511,RB
2021,Female,Asian,3.69,3.63,508,RB
2021,Female,White/Caucasian,3.57,3.46,506,RB
2021,Female,Asian,3.83,3.63,513,RB
2021,Female,African American,3.73,3.83,498,RB
2021,Male,White/Caucasian,4,4,510,RB
2021,Male,Hispanic,3.88,3.81,514,RB
2021,Female,Asian,3.8,3.65,517,RB
2021,Male,White/Caucasian,3.31,3.29,510,RB
2021,Female,Hispanic,3.73,3.54,496,RB
2021,Female,African American,3.76,3.7,502,RB
2021,Male,Unreported,4,4,499,RB
2021,Male,Asian,3.51,3.53,511,RB
2021,Male,Asian,3.83,3.79,515,RB
2021,Male,Asian,3.75,3.64,512,RB
2021,Male,Hispanic,3.67,3.57,507,RB
2021,Female,African American,3.85,3.94,500,RB
2021,Female,White/Caucasian,2.92,2.25,492,RB
2021,Female,White/Caucasian,3.95,3.92,512,RB
2021,Male,Hispanic,2.98,2.97,485,RB
2021,Male,Asian,3.59,3.51,516,RB
2021,Female,White/Caucasian,3.63,3.37,509,RB
2021,Female,Hispanic,3.9,3.88,506,RB
2021,Male,Asian,3.61,3.45,510,RB
2021,Male,Hispanic,3.67,3.61,497,RB
2021,Female,Unreported,3.8,3.68,508,RB
2021,Male,Hispanic,2.94,3.06,498,RB
2021,Male,African American,3.24,3.35,506,RB
2021,Female,Asian,3.78,3.61,514,RB
2021,Female,Hispanic,3.67,3.43,500,RB
2021,Male,White/Caucasian,3.67,3.7,511,RB
2021,Male,Multiple,3.34,3.12,509,RB
2021,Male,White/Caucasian,3.74,3.7,512,RB
2021,Female,White/Caucasian,3.75,3.6,496,RB
2021,Male,African American,3.63,3.58,506,RB
2021,Female,Asian,3.33,3.06,512,RB
2021,Male,Multiple,3.27,3.66,515,RB
2021,Male,White/Caucasian,3.94,3.91,512,RB
2021,Male,Asian,4,4,518,RB
2021,Female,White/Caucasian,3.83,3.73,495,RB
2021,Decline to Answer,Unreported,3.33,3.13,512,RB
2021,Male,White/Caucasian,4,4,513,RB
2021,Female,Asian,3.94,3.89,507,RB
2021,Male,African American,3.96,4,508,RB
2021,Male,Hispanic,3.37,3.25,510,RB
2021,Female,Hispanic,3.6,3.38,505,RB
2021,Male,Asian,3.66,3.47,509,RB
2021,Female,Asian,3.88,3.86,513,RB
2021,Male,Multiple,3.82,3.93,512,RB
2021,Female,White/Caucasian,3.58,3.56,503,RB
2021,Female,Hispanic,3.54,3.35,497,RB
2021,Female,White/Caucasian,3.9,3.9,509,RB
2021,Male,White/Caucasian,3.73,3.64,513,RB
2021,Male,Asian,3.83,3.77,508,RB
2021,Female,White/Caucasian,3.53,3.33,505,RB
2021,Male,Asian,3.72,3.61,504,RB
2021,Female,White/Caucasian,3.67,3.59,510,RB
2021,Female,Asian,3.57,3.3,506,RB
2021,Female,Hispanic,3.71,3.77,507,RB
2021,Female,Asian,3.84,3.63,496,RB
2021,Male,Hispanic,3.74,3.72,509,RB
2021,Female,White/Caucasian,3.81,3.73,509,RB
2021,Female,White/Caucasian,3.13,2.74,503,RB
2021,Male,Asian,3.82,3.74,512,RB
2021,Male,Asian,3.66,3.68,512,RB
2021,Female,White/Caucasian,3.99,3.99,509,RB
2021,Female,White/Caucasian,3.01,2.71,499,RB
2021,Female,Hispanic,3.79,3.66,507,RB
2021,Male,Asian,3.54,3.43,500,RB
2021,Male,Hispanic,3.49,3.14,508,RB
2021,Female,White/Caucasian,3.79,3.69,509,RB
2021,Male,White/Caucasian,4,4,505,RB
2021,Male,Hispanic,3.88,3.82,520,RB
2021,Female,Asian,3.81,3.77,510,RB
2021,Male,Asian,3.85,3.85,503,RB
2021,Female,Hispanic,3.82,3.7,490,RB
2021,Male,Asian,3.58,3.6,513,RB
2021,Female,Asian,3.91,3.88,513,RB
2021,Male,White/Caucasian,3.37,3.37,510,RB
2021,Female,White/Caucasian,3.7,3.49,510,RB
2021,Female,White/Caucasian,3.57,3.42,511,RB
2021,Male,White/Caucasian,3.23,3.27,509,RB
2021,Male,White/Caucasian,3.8,3.76,508,RB
2021,Female,Asian,3.23,3.01,499,RB
2021,Female,African American,3.51,3.23,506,RB
2021,Female,African American,3.32,3.05,504,RB
2021,Female,Asian,3.95,3.91,499,RB
2021,Female,White/Caucasian,3.88,3.86,509,RB
2021,Male,White/Caucasian,3.63,3.7,503,RB
2021,Female,Asian,3.79,3.74,508,RB
2021,Male,Asian,3.96,3.94,515,RB
2021,Female,White/Caucasian,3.89,3.67,497,RB
2021,Female,Asian,3.81,3.81,511,RB
2021,Male,Hispanic,3.38,3.37,500,RB
2021,Male,Asian,3.7,3.68,509,RB
2021,Male,White/Caucasian,3.78,3.71,516,RB
2021,Female,Asian,3.36,3.24,495,RB
2021,Male,Hispanic,3.63,3.49,509,RB
2021,Female,Hispanic,3.94,3.92,497,RB
2021,Female,Hispanic,3.58,3.31,499,RB
2021,Male,White/Caucasian,3.56,3.66,501,RB
2021,Female,Hispanic,3.98,4,506,RB
2021,Male,African American,2.58,2.07,484,RB
2021,Male,Asian,3.89,4,510,RB
2021,Female,Asian,3.51,3.33,512,RB
2021,Male,White/Caucasian,3.86,3.98,507,RB
2021,Male,Hispanic,3.4,3.48,507,RB
2021,Female,Hispanic,3.89,3.68,498,RB
2021,Male,White/Caucasian,3.55,3.56,501,RB
2021,Female,White/Caucasian,3.69,3.58,497,RB
2021,Male,Asian,3.97,3.94,517,RB
2021,Female,Asian,3.53,3.31,501,RB
2021,Male,White/Caucasian,3.9,3.85,510,RB
2021,Female,White/Caucasian,3.77,3.53,508,RB
2021,Male,Asian,3.94,3.92,513,RB
2021,Male,Asian,3.37,3.28,504,RB
2021,Female,White/Caucasian,3.65,3.42,514,RB
2021,Female,Asian,3.65,3.42,503,RB
2021,Male,Asian,3.84,3.81,506,RB
2021,Female,White/Caucasian,3.74,3.62,507,RB
2021,Female,Asian,3.91,3.89,510,RB
2021,Female,African American,3.3,3.16,498,RB
2021,Male,Asian,3.39,3.35,508,RB
2021,Male,Asian,3.56,3.7,508,RB
2021,Male,Asian,3.45,3.39,519,RB
2021,Male,African American,3.49,3.39,508,RB
2021,Male,Asian,3.67,3.62,511,RB
2021,Female,White/Caucasian,2.82,2.74,499,RB
2021,Male,Unreported,3.82,3.8,515,RB
2021,Female,White/Caucasian,3.84,3.82,502,RB
2021,Female,White/Caucasian,3.93,3.92,507,RB
2021,Female,Hispanic,3.52,3.37,492,RB
2021,Female,White/Caucasian,3.83,3.67,516,RB
2021,Female,Asian,3.78,3.53,516,RB
2021,Male,White/Caucasian,3.52,3.48,501,RB
2021,Female,White/Caucasian,3.58,3.32,490,RB
2021,Female,Asian,3.55,3.24,504,RB
2021,Male,White/Caucasian,3.53,3.33,515,RB
2021,Male,Asian,3.71,3.77,512,RB
2021,Female,White/Caucasian,3.05,3.25,507,RB
2021,Female,African American,3.38,3.17,502,RB
2021,Female,Asian,2.93,2.92,506,RB
2021,Female,White/Caucasian,3.76,3.66,520,RB
2021,Male,Unreported,3.53,3.34,511,RB
2021,Male,Hawaiian/Pacific Islander,3.26,3.05,512,RB
2021,Male,Asian,3.83,3.8,515,RB
2021,Female,African American,3.64,3.55,505,RB
2021,Male,Hispanic,3.64,3.56,504,RB
2021,Male,Hispanic,2.68,2.37,493,RB
2021,Female,White/Caucasian,3.65,3.57,512,RB
2021,Male,African American,3.49,3.46,505,RB
2021,Male,White/Caucasian,3.67,3.51,510,RB
2021,Female,White/Caucasian,3.68,3.45,498,RB
2021,Female,Asian,3.97,3.95,511,RB
2021,Male,White/Caucasian,3.37,3.13,509,RB
2021,Male,White/Caucasian,3.44,3.03,519,RB
2021,Female,Asian,3.68,3.55,499,RB
2021,Female,Hispanic,3.41,2.8,502,RB
2021,Female,White/Caucasian,3.75,3.73,510,RB
2021,Female,Asian,3.6,3.35,511,RB
2021,Female,African American,3.3,2.79,508,RB
2021,Male,White/Caucasian,3.93,3.93,516,RB
2021,Female,White/Caucasian,3.13,2.83,497,RB
2021,Male,White/Caucasian,3.94,3.93,518,RB
2021,Female,Hispanic,3.13,2.26,506,RB
2021,Male,White/Caucasian,3.93,3.88,513,RB
2021,Female,Asian,3.85,3.75,514,RB
2021,Female,White/Caucasian,3.8,3.69,510,RB
2021,Female,Asian,3.3,3.09,495,RB
2021,Female,African American,3.39,3,511,RB
2021,Female,Hispanic,3.49,3.27,494,RB
2021,Male,Asian,3.36,3.08,508,RB
2021,Female,Hispanic,2.64,2.13,481,RB
2021,Female,Hispanic,3.72,3.64,510,RB
2021,Female,White/Caucasian,3.53,3.29,504,RB
2021,Male,Asian,3.88,3.84,514,RB
2021,Female,White/Caucasian,3.21,3.03,507,RB
2021,Female,Multiple,3.71,3.62,508,RB
2021,Female,White/Caucasian,3.9,3.89,505,RB
2021,Female,Asian,3.49,3.41,517,RB
2021,Female,Hispanic,3.3,3.03,515,RB
2021,Male,White/Caucasian,3.92,3.9,518,RB
2021,Male,Asian,3.74,3.65,508,RB
2021,Female,White/Caucasian,3.87,3.82,517,RB
2021,Male,White/Caucasian,3.88,3.83,510,RB
2021,Male,White/Caucasian,3.97,3.95,508,RB
2021,Female,Hispanic,3.78,3.66,484,RB
2021,Male,White/Caucasian,3.78,3.59,509,RB
2021,Female,Hispanic,3.68,3.8,500,RB
2021,Female,Multiple,3.97,4,505,RB
2021,Male,Asian,3.8,3.62,510,RB
2021,Male,White/Caucasian,3.78,3.67,501,RB
2021,Male,White/Caucasian,3.6,3.49,513,RB
2021,Female,Asian,3.85,3.81,503,RB
2021,Male,Multiple,3.5,3.34,512,RB
2021,Male,White/Caucasian,3.6,3.46,514,RB
2021,Male,White/Caucasian,3.99,3.99,510,RB
2021,Female,African American,3.9,3.84,502,RB
2021,Male,Asian,3.89,3.92,515,RB
2021,Female,White/Caucasian,3.47,3.08,516,RB
2021,Male,White/Caucasian,3.8,3.69,515,RB
2021,Male,Asian,3.97,3.97,508,RB
2021,Male,Hispanic,3.94,3.95,505,RB
2021,Male,White/Caucasian,3.95,3.91,514,RB
2021,Male,White/Caucasian,3.17,3.03,504,RB
2021,Male,Asian,3.81,3.8,512,RB
2021,Female,White/Caucasian,3.37,3.29,507,RB
2021,Female,White/Caucasian,3.97,4,511,RB
2021,Male,Asian,3.53,3.76,515,RB
2021,Female,Hispanic,3.14,3.15,506,RB
2021,Male,White/Caucasian,3.91,3.88,511,RB
2021,Female,Hispanic,3.62,3.34,496,RB
2021,Male,White/Caucasian,3.76,3.76,514,RB
2021,Male,Hispanic,3.89,3.94,505,RB
2021,Male,White/Caucasian,3.18,2.86,493,RB
2021,Female,Asian,3.82,3.74,508,RB
2021,Female,Asian,3.81,3.78,513,RB
2021,Male,Asian,3.82,3.67,501,RB
2021,Female,White/Caucasian,3.56,3.4,508,RB
2021,Male,American Indian,3.52,3.19,507,RB
2021,Female,Hispanic,2.18,1.31,478,RB
2021,Female,Unreported,3.98,3.96,524,RB
2021,Female,White/Caucasian,3.72,3.57,514,RB
2021,Male,White/Caucasian,3.35,3.17,517,RB
2021,Female,Hispanic,4,4,501,RB
2021,Female,White/Caucasian,3.73,3.61,501,RB
2021,Male,Hispanic,3.86,3.89,516,RB
2021,Female,White/Caucasian,3.81,3.73,501,RB
2021,Male,Hispanic,3.51,3.39,501,RB
2021,Male,White/Caucasian,3.89,3.84,504,RB
2021,Male,Asian,3.33,3.22,501,RB
2021,Male,White/Caucasian,3.98,4,518,RB
2021,Female,Asian,3.47,3.35,511,RB
2021,Female,Asian,3.39,2.63,516,RB
2021,Male,Asian,3.81,3.95,505,RB
2021,Male,White/Caucasian,3.63,3.18,511,RB
2021,Female,African American,3.31,3.4,505,RB
2021,Female,White/Caucasian,3.76,3.55,500,RB
2021,Female,Asian,3.64,3.64,502,RB
2021,Female,White/Caucasian,3.73,3.68,510,RB
2021,Male,Unreported,3.41,3.11,511,RB
2021,Female,White/Caucasian,3.79,3.63,511,RB
2021,Female,White/Caucasian,3.64,3.09,503,RB
2021,Female,Asian,3.82,3.66,506,RB
2021,Male,White/Caucasian,3.65,3.55,511,RB
2021,Female,Hispanic,2.5,2.05,500,RB
2021,Male,White/Caucasian,3.96,3.93,505,RB
2021,Female,White/Caucasian,3.84,3.71,499,RB
2021,Female,White/Caucasian,3.41,3.33,513,RB
2021,Male,Asian,3.43,3.09,504,RB
2021,Male,Asian,3.37,3.42,516,RB
2021,Female,White/Caucasian,3.57,3.72,511,RB
2021,Male,White/Caucasian,3.89,3.8,505,RB
2021,Male,Multiple,3.75,3.73,512,RB
2021,Male,Asian,3.83,3.75,512,RB
2021,Female,Hispanic,3.52,3.43,499,RB
2021,Male,White/Caucasian,3.78,3.79,510,RB
2021,Female,Asian,3.49,3.14,501,RB
2021,Female,White/Caucasian,3.5,3.23,500,RB
2021,Female,Hispanic,3.55,3.3,505,RB
2021,Female,Hispanic,3.69,3.5,490,RB
2021,Male,Asian,2.88,2.77,506,RB
2021,Male,Unreported,4,4,519,RB
2021,Female,White/Caucasian,3.92,3.87,506,RB
2021,Female,White/Caucasian,3.91,3.87,491,RB
2021,Female,Hispanic,3.96,3.93,506,RB
2021,Male,White/Caucasian,3.71,3.6,512,RB
2021,Female,Asian,3.58,3.31,508,RB
2021,Female,White/Caucasian,3.17,2.63,500,RB
2021,Male,Hispanic,2.86,2.7,491,RB
2021,Female,African American,3.94,3.95,507,RB
2021,Male,Asian,3.65,3.63,502,RB
2021,Female,Asian,3.9,3.81,514,RB
2021,Male,White/Caucasian,3.47,3.13,498,RB
2021,Male,White/Caucasian,3.95,3.97,519,RB
2021,Male,Asian,3.74,3.76,515,RB
2021,Male,White/Caucasian,3.68,3.56,505,RB
2021,Male,Asian,3.75,3.65,505,RB
2021,Female,White/Caucasian,3.45,3.31,515,RB
2021,Male,Asian,3.44,3.33,524,RB
2021,Female,Hispanic,3.53,3.18,495,RB
2021,Male,Asian,3.6,3.47,518,RB
2021,Female,African American,3.27,2.95,489,RB
2021,Female,Asian,3.84,3.78,512,RB
2021,Female,Asian,3.55,3.42,500,RB
2021,Male,Hispanic,3.72,3.56,509,RB
2021,Female,African American,3.8,3.8,500,RB
2021,Female,White/Caucasian,2.65,2.25,497,RB
2021,Female,African American,3.94,3.91,501,RB
2021,Female,Hispanic,3.57,3.4,497,RB
2021,Male,Hispanic,3.83,3.72,520,RB
